"id","pen","time","time_lag","event_one","Weight","heavy","feed0","startwt","cu_high","evit100","evit200","visit_n","r_iiw","r_iptw","r_fiptiw"
4,1,2,1,1,34.79999,0,6.5,31.5,0,1,0,2,0.563216293282838,1.10330967300811,0.62140198437473
4,1,6,2,1,62.19998,1,65.800003,31.5,0,1,0,3,0.563216293282838,1.10330967300811,0.62140198437473
4,1,7,6,1,70.69995,1,81.700005,31.5,0,1,0,4,0.563216293282838,1.10330967300811,0.62140198437473
4,1,9,7,1,86.19995,1,115.300003,31.5,0,1,0,5,0.563216293282838,1.10330967300811,0.62140198437473
4,1,10,9,1,94.69995,1,133.100002,31.5,0,1,0,6,0.563216293282838,1.10330967300811,0.62140198437473
4,1,11,10,1,102,1,151,31.5,0,1,0,7,0.563216293282838,1.10330967300811,0.62140198437473
4,1,12,11,1,109.19995,1,176.400002,31.5,0,1,0,8,0.563216293282838,1.10330967300811,0.62140198437473
5,1,1,0,1,27.09999,0,0,27.09999,1,1,0,1,0.618073667015293,0.993448957505499,0.614024640157944
5,1,4,1,1,50.09998,0,38.5,27.09999,1,1,0,2,0.618073667015293,0.993448957505499,0.614024640157944
5,1,8,4,1,80.5,1,101.100006,27.09999,1,1,0,3,0.618073667015293,0.993448957505499,0.614024640157944
5,1,9,8,1,92,1,121.400002,27.09999,1,1,0,4,0.618073667015293,0.993448957505499,0.614024640157944
5,1,10,9,1,100,1,142.200001,27.09999,1,1,0,5,0.618073667015293,0.993448957505499,0.614024640157944
5,1,12,10,1,117,1,180,27.09999,1,1,0,6,0.618073667015293,0.993448957505499,0.614024640157944
6,2,1,0,1,27,0,0,27,0,0,0,1,0.616274541020993,1.06452187597,0.656037730520218
6,2,12,1,1,100.19995,1,170,27,0,0,0,2,0.616274541020993,1.06452187597,0.656037730520218
7,2,1,0,1,27.7,0,0,27.7,0,0,1,1,0.536378530822577,1.02786034312438,0.551322220735846
7,2,5,1,1,54.79999,0,55.200001,27.7,0,0,1,2,0.536378530822577,1.02786034312438,0.551322220735846
7,2,8,5,1,76,1,104.400002,27.7,0,0,1,3,0.536378530822577,1.02786034312438,0.551322220735846
7,2,10,8,1,88.19995,1,140,27.7,0,0,1,4,0.536378530822577,1.02786034312438,0.551322220735846
7,2,12,10,1,102.29999,1,180,27.7,0,0,1,5,0.536378530822577,1.02786034312438,0.551322220735846
8,2,1,0,1,17,0,0,17,0,0,1,1,0.64980504921167,0.858553390938446,0.557892328449602
8,2,5,1,1,36.29999,0,38.100002,17,0,0,1,2,0.64980504921167,0.858553390938446,0.557892328449602
8,2,7,5,1,50.5,0,66.799999,17,0,0,1,3,0.64980504921167,0.858553390938446,0.557892328449602
8,2,11,7,1,83,1,141.900002,17,0,0,1,4,0.64980504921167,0.858553390938446,0.557892328449602
8,2,12,11,1,89.29999,1,163.700001,17,0,0,1,5,0.64980504921167,0.858553390938446,0.557892328449602
9,2,1,0,1,26.89999,0,0,26.89999,0,0,0,1,0.61738051508124,1.06217673823845,0.655767221760966
9,2,4,1,1,46,0,30,26.89999,0,0,0,2,0.61738051508124,1.06217673823845,0.655767221760966
9,2,6,4,1,58.59998,0,62.800003,26.89999,0,0,0,3,0.61738051508124,1.06217673823845,0.655767221760966
9,2,8,6,1,71.19995,1,97.900002,26.89999,0,0,0,4,0.61738051508124,1.06217673823845,0.655767221760966
9,2,9,8,1,79.39996,1,115.800003,26.89999,0,0,0,5,0.61738051508124,1.06217673823845,0.655767221760966
9,2,11,9,1,91.69995,1,150,26.89999,0,0,0,6,0.61738051508124,1.06217673823845,0.655767221760966
9,2,12,11,1,91,1,156.800003,26.89999,0,0,0,7,0.61738051508124,1.06217673823845,0.655767221760966
10,2,1,0,1,22.59999,0,0,22.59999,0,0,1,1,0.587733948392125,0.933850630961575,0.548855718543524
10,2,6,1,1,53.79999,0,63.400002,22.59999,0,0,1,2,0.587733948392125,0.933850630961575,0.548855718543524
10,2,11,6,1,89.39996,1,152.100002,22.59999,0,0,1,3,0.587733948392125,0.933850630961575,0.548855718543524
10,2,12,11,1,93.5,1,171.700005,22.59999,0,0,1,4,0.587733948392125,0.933850630961575,0.548855718543524
11,3,1,0,1,15,0,0,15,1,0,0,1,0.775021663253812,1.46868873632131,1.13826558722588
11,3,2,1,1,19.39999,0,7.900002,15,1,0,0,2,0.775021663253812,1.46868873632131,1.13826558722588
11,3,6,2,1,37.59998,0,41.800003,15,1,0,0,3,0.775021663253812,1.46868873632131,1.13826558722588
11,3,7,6,1,43.69998,0,57.600006,15,1,0,0,4,0.775021663253812,1.46868873632131,1.13826558722588
11,3,8,7,1,48.89999,0,69.5,15,1,0,0,5,0.775021663253812,1.46868873632131,1.13826558722588
11,3,9,8,1,53.69998,0,83.800003,15,1,0,0,6,0.775021663253812,1.46868873632131,1.13826558722588
11,3,11,9,1,64.89996,1,107.900002,15,1,0,0,7,0.775021663253812,1.46868873632131,1.13826558722588
11,3,12,11,1,65.79999,1,117.300003,15,1,0,0,8,0.775021663253812,1.46868873632131,1.13826558722588
12,3,1,0,1,27.29999,0,0,27.29999,0,0,0,1,0.612968931664694,1.07164009345325,0.656882083213088
12,3,3,1,1,38.29999,0,22.800003,27.29999,0,0,0,2,0.612968931664694,1.07164009345325,0.656882083213088
12,3,4,3,1,45.79999,0,40.200005,27.29999,0,0,0,3,0.612968931664694,1.07164009345325,0.656882083213088
12,3,6,4,1,60,1,72.700005,27.29999,0,0,0,4,0.612968931664694,1.07164009345325,0.656882083213088
12,3,8,6,1,75.79999,1,114.700005,27.29999,0,0,0,5,0.612968931664694,1.07164009345325,0.656882083213088
12,3,9,8,1,80.79999,1,132.800003,27.29999,0,0,0,6,0.612968931664694,1.07164009345325,0.656882083213088
12,3,12,9,1,99.79999,1,182.100006,27.29999,0,0,0,7,0.612968931664694,1.07164009345325,0.656882083213088
13,3,1,0,1,26.2,0,0,26.2,0,1,0,1,0.619357998697533,0.985866404736176,0.61060424342053
13,3,3,1,1,34.59998,0,19.600006,26.2,0,1,0,2,0.619357998697533,0.985866404736176,0.61060424342053
13,3,5,3,1,49.19998,0,37.400002,26.2,0,1,0,3,0.619357998697533,0.985866404736176,0.61060424342053
13,3,7,5,1,62.59998,1,76.200005,26.2,0,1,0,4,0.619357998697533,0.985866404736176,0.61060424342053
13,3,12,7,1,98.39996,1,174.400002,26.2,0,1,0,5,0.619357998697533,0.985866404736176,0.61060424342053
14,3,1,0,1,24.89999,0,0,24.89999,1,1,0,1,0.642938967330095,1.08512827786351,0.697671254390247
14,3,5,1,1,48.29999,0,45.5,24.89999,1,1,0,2,0.642938967330095,1.08512827786351,0.697671254390247
14,3,6,5,1,52.89999,0,59.100006,24.89999,1,1,0,3,0.642938967330095,1.08512827786351,0.697671254390247
14,3,9,6,1,76.79999,1,130,24.89999,1,1,0,4,0.642938967330095,1.08512827786351,0.697671254390247
14,3,11,9,1,95,1,175.600006,24.89999,1,1,0,5,0.642938967330095,1.08512827786351,0.697671254390247
14,3,12,11,1,102.69995,1,203.500008,24.89999,1,1,0,6,0.642938967330095,1.08512827786351,0.697671254390247
15,3,1,0,1,24.59999,0,0,24.59999,1,0,0,1,0.652479660780715,0.977023052612071,0.637487669943263
15,3,5,1,1,49.69998,0,47.000004,24.59999,1,0,0,2,0.652479660780715,0.977023052612071,0.637487669943263
15,3,7,5,1,66.89996,1,83.300003,24.59999,1,0,0,3,0.652479660780715,0.977023052612071,0.637487669943263
15,3,8,7,1,75.79999,1,106.400002,24.59999,1,0,0,4,0.652479660780715,0.977023052612071,0.637487669943263
15,3,9,8,1,84.59998,1,125.900002,24.59999,1,0,0,5,0.652479660780715,0.977023052612071,0.637487669943263
15,3,12,9,1,107.19995,1,178.200001,24.59999,1,0,0,6,0.652479660780715,0.977023052612071,0.637487669943263
16,4,1,0,1,29,0,0,29,0,1,0,1,0.589034265407992,1.04332309583434,0.614553053337972
16,4,4,1,1,45.5,0,30,29,0,1,0,2,0.589034265407992,1.04332309583434,0.614553053337972
16,4,5,4,1,48.59998,0,40,29,0,1,0,3,0.589034265407992,1.04332309583434,0.614553053337972
16,4,7,5,1,62.59998,1,70,29,0,1,0,4,0.589034265407992,1.04332309583434,0.614553053337972
16,4,8,7,1,70.19995,1,86.200001,29,0,1,0,5,0.589034265407992,1.04332309583434,0.614553053337972
16,4,10,8,1,80.29999,1,120.5,29,0,1,0,6,0.589034265407992,1.04332309583434,0.614553053337972
16,4,11,10,1,85.5,1,138.5,29,0,1,0,7,0.589034265407992,1.04332309583434,0.614553053337972
16,4,12,11,1,93.09998,1,158,29,0,1,0,8,0.589034265407992,1.04332309583434,0.614553053337972
17,4,1,0,1,32,0,0,32,0,0,0,1,0.563434619599045,1.20133848802413,0.676875694009567
17,4,2,1,1,35.19998,0,8.1,32,0,0,0,2,0.563434619599045,1.20133848802413,0.676875694009567
17,4,6,2,1,61.59998,1,58.600006,32,0,0,0,3,0.563434619599045,1.20133848802413,0.676875694009567
17,4,8,6,1,79.09998,1,91.700005,32,0,0,0,4,0.563434619599045,1.20133848802413,0.676875694009567
17,4,9,8,1,85.69995,1,109,32,0,0,0,5,0.563434619599045,1.20133848802413,0.676875694009567
17,4,12,9,1,109,1,177.6,32,0,0,0,6,0.563434619599045,1.20133848802413,0.676875694009567
18,4,1,0,1,26,0,0,26,1,0,0,1,0.636306419627557,0.925896819708616,0.589154090293331
18,4,2,1,1,34.5,0,8.5,26,1,0,0,2,0.636306419627557,0.925896819708616,0.589154090293331
18,4,4,2,1,45,0,29,26,1,0,0,3,0.636306419627557,0.925896819708616,0.589154090293331
18,4,5,4,1,53.5,0,45,26,1,0,0,4,0.636306419627557,0.925896819708616,0.589154090293331
18,4,8,5,1,73.39996,1,101.800003,26,1,0,0,5,0.636306419627557,0.925896819708616,0.589154090293331
18,4,9,8,1,78.5,1,112.700003,26,1,0,0,6,0.636306419627557,0.925896819708616,0.589154090293331
18,4,10,9,1,86,1,135.300007,26,1,0,0,7,0.636306419627557,0.925896819708616,0.589154090293331
18,4,11,10,1,90.59998,1,154.100002,26,1,0,0,8,0.636306419627557,0.925896819708616,0.589154090293331
18,4,12,11,1,97.19995,1,168.700005,26,1,0,0,9,0.636306419627557,0.925896819708616,0.589154090293331
19,4,1,0,1,28,0,0,28,0,1,0,1,0.599689851156648,1.0217031108977,0.612704986500526
19,4,2,1,1,31.2,0,8,28,0,1,0,2,0.599689851156648,1.0217031108977,0.612704986500526
19,4,3,2,1,38.79999,0,16.700005,28,0,1,0,3,0.599689851156648,1.0217031108977,0.612704986500526
19,4,4,3,1,44.69998,0,31.800003,28,0,1,0,4,0.599689851156648,1.0217031108977,0.612704986500526
19,4,5,4,1,53.59998,0,50.500004,28,0,1,0,5,0.599689851156648,1.0217031108977,0.612704986500526
19,4,6,5,1,59.19998,0,71.100006,28,0,1,0,6,0.599689851156648,1.0217031108977,0.612704986500526
19,4,9,6,1,83.79999,1,133.200005,28,0,1,0,7,0.599689851156648,1.0217031108977,0.612704986500526
19,4,11,9,1,97.39996,1,190.800003,28,0,1,0,8,0.599689851156648,1.0217031108977,0.612704986500526
19,4,12,11,1,107.09998,1,219.800003,28,0,1,0,9,0.599689851156648,1.0217031108977,0.612704986500526
20,4,1,0,1,24.29999,0,0,24.29999,1,0,1,1,0.578162976458172,1.08553437895316,0.627615787583234
20,4,4,1,1,40.29999,0,30.300003,24.29999,1,0,1,2,0.578162976458172,1.08553437895316,0.627615787583234
20,4,5,4,1,46.19998,0,41.800003,24.29999,1,0,1,3,0.578162976458172,1.08553437895316,0.627615787583234
20,4,6,5,1,51.89999,0,54.800003,24.29999,1,0,1,4,0.578162976458172,1.08553437895316,0.627615787583234
20,4,7,6,1,58.09998,0,69.000002,24.29999,1,0,1,5,0.578162976458172,1.08553437895316,0.627615787583234
20,4,8,7,1,62.59998,1,83.800005,24.29999,1,0,1,6,0.578162976458172,1.08553437895316,0.627615787583234
20,4,10,8,1,78.39996,1,114.200003,24.29999,1,0,1,7,0.578162976458172,1.08553437895316,0.627615787583234
20,4,11,10,1,87.5,1,131.100004,24.29999,1,0,1,8,0.578162976458172,1.08553437895316,0.627615787583234
20,4,12,11,1,90.39996,1,147.000002,24.29999,1,0,1,9,0.578162976458172,1.08553437895316,0.627615787583234
21,5,1,0,1,24.59999,0,0,24.59999,0,0,1,1,0.567033212682027,0.967381802755899,0.548537611506809
21,5,5,1,1,36.09998,0,39.999996,24.59999,0,0,1,2,0.567033212682027,0.967381802755899,0.548537611506809
21,5,8,5,1,57.89999,0,76.799999,24.59999,0,0,1,3,0.567033212682027,0.967381802755899,0.548537611506809
21,5,9,8,1,63,1,89.499996,24.59999,0,0,1,4,0.567033212682027,0.967381802755899,0.548537611506809
21,5,11,9,1,81.39996,1,123.999996,24.59999,0,0,1,5,0.567033212682027,0.967381802755899,0.548537611506809
21,5,12,11,1,88.69995,1,142.799997,24.59999,0,0,1,6,0.567033212682027,0.967381802755899,0.548537611506809
22,5,1,0,1,21.2,0,0,21.2,0,0,0,1,0.683807464737306,0.949040755088538,0.648961152669472
22,5,3,1,1,29.39999,0,16.5,21.2,0,0,0,2,0.683807464737306,0.949040755088538,0.648961152669472
22,5,6,3,1,51.09998,0,54.800003,21.2,0,0,0,3,0.683807464737306,0.949040755088538,0.648961152669472
22,5,10,6,1,78.59998,1,119.5,21.2,0,0,0,4,0.683807464737306,0.949040755088538,0.648961152669472
22,5,12,10,1,95.19995,1,158.5,21.2,0,0,0,5,0.683807464737306,0.949040755088538,0.648961152669472
23,5,1,0,1,17,0,0,17,0,0,0,1,0.737285383751575,0.886959594049919,0.653942344671236
23,5,4,1,1,29.39999,0,32.800003,17,0,0,0,2,0.737285383751575,0.886959594049919,0.653942344671236
23,5,6,4,1,40.59998,0,55.800003,17,0,0,0,3,0.737285383751575,0.886959594049919,0.653942344671236
23,5,7,6,1,46.59998,0,71.400002,17,0,0,0,4,0.737285383751575,0.886959594049919,0.653942344671236
23,5,12,7,1,83.19995,1,160.800003,17,0,0,0,5,0.737285383751575,0.886959594049919,0.653942344671236
24,5,1,0,1,30,0,0,30,1,1,0,1,0.586759807985463,0.889454790348815,0.52189632199682
24,5,5,1,1,53.29999,0,45.800003,30,1,1,0,2,0.586759807985463,0.889454790348815,0.52189632199682
24,5,7,5,1,71.09998,1,75.200001,30,1,1,0,3,0.586759807985463,0.889454790348815,0.52189632199682
24,5,9,7,1,86,1,110,30,1,1,0,4,0.586759807985463,0.889454790348815,0.52189632199682
24,5,12,9,1,104.59998,1,160,30,1,1,0,5,0.586759807985463,0.889454790348815,0.52189632199682
25,5,1,0,1,29.59999,0,0,29.59999,0,0,1,1,0.518415286080492,1.07079335839487,0.555115645225367
25,5,3,1,1,43,0,21.400002,29.59999,0,0,1,2,0.518415286080492,1.07079335839487,0.555115645225367
25,5,6,3,1,63.5,1,66.800001,29.59999,0,0,1,3,0.518415286080492,1.07079335839487,0.555115645225367
25,5,7,6,1,72.69995,1,80.100006,29.59999,0,0,1,4,0.518415286080492,1.07079335839487,0.555115645225367
25,5,10,7,1,91,1,126.800001,29.59999,0,0,1,5,0.518415286080492,1.07079335839487,0.555115645225367
25,5,11,10,1,96.39996,1,145.200001,29.59999,0,0,1,6,0.518415286080492,1.07079335839487,0.555115645225367
25,5,12,11,1,100.19995,1,157.999996,29.59999,0,0,1,7,0.518415286080492,1.07079335839487,0.555115645225367
26,6,1,0,1,22.39999,0,0,22.39999,0,1,0,1,0.66302386315238,0.921647162658852,0.611074062249502
26,6,6,1,1,50,0,74.499996,22.39999,0,1,0,2,0.66302386315238,0.921647162658852,0.611074062249502
26,6,10,6,1,78.09998,1,136.099997,22.39999,0,1,0,3,0.66302386315238,0.921647162658852,0.611074062249502
26,6,11,10,1,83.5,1,136.099997,22.39999,0,1,0,4,0.66302386315238,0.921647162658852,0.611074062249502
27,6,1,0,1,26.59999,0,0,26.59999,1,1,0,1,0.623639063598008,1.01325086070957,0.63190281796279
27,6,2,1,1,28.2,0,10,26.59999,1,1,0,2,0.623639063598008,1.01325086070957,0.63190281796279
27,6,11,2,1,90.89996,1,136.999992,26.59999,1,1,0,3,0.623639063598008,1.01325086070957,0.63190281796279
28,6,1,0,1,24,0,0,24,0,0,1,1,0.573165581816729,0.956903198155969,0.548463978313354
28,6,2,1,1,28.2,0,10,24,0,0,1,2,0.573165581816729,0.956903198155969,0.548463978313354
28,6,5,2,1,48.19998,0,44.800003,24,0,0,1,3,0.573165581816729,0.956903198155969,0.548463978313354
28,6,8,5,1,71.5,1,94.200001,24,0,0,1,4,0.573165581816729,0.956903198155969,0.548463978313354
28,6,11,8,1,92.5,1,146.1,24,0,0,1,5,0.573165581816729,0.956903198155969,0.548463978313354
29,6,1,0,1,27.09999,0,0,27.09999,1,1,0,1,0.618073667015293,0.993448957505499,0.614024640157944
29,6,3,1,1,40.69998,0,29.900002,27.09999,1,1,0,2,0.618073667015293,0.993448957505499,0.614024640157944
29,6,4,3,1,47.59998,0,45.300001,27.09999,1,1,0,3,0.618073667015293,0.993448957505499,0.614024640157944
29,6,5,4,1,56.5,0,65.6,27.09999,1,1,0,4,0.618073667015293,0.993448957505499,0.614024640157944
29,6,6,5,1,64,1,84.800001,27.09999,1,1,0,5,0.618073667015293,0.993448957505499,0.614024640157944
29,6,7,6,1,72.29999,1,107,27.09999,1,1,0,6,0.618073667015293,0.993448957505499,0.614024640157944
29,6,11,7,1,104,1,201.5,27.09999,1,1,0,7,0.618073667015293,0.993448957505499,0.614024640157944
29,6,12,11,1,105.69995,1,224.5,27.09999,1,1,0,8,0.618073667015293,0.993448957505499,0.614024640157944
30,6,1,0,1,27,0,0,27,0,0,1,1,0.543152376652808,1.01321947593985,0.550332566427641
30,6,4,1,1,43.29999,0,31.100006,27,0,0,1,2,0.543152376652808,1.01321947593985,0.550332566427641
30,6,5,4,1,51.5,0,46.200001,27,0,0,1,3,0.543152376652808,1.01321947593985,0.550332566427641
30,6,8,5,1,70.5,1,97,27,0,0,1,4,0.543152376652808,1.01321947593985,0.550332566427641
30,6,10,8,1,92,1,138.800003,27,0,0,1,5,0.543152376652808,1.01321947593985,0.550332566427641
30,6,12,10,1,106.09998,1,177.900002,27,0,0,1,6,0.543152376652808,1.01321947593985,0.550332566427641
31,7,1,0,1,29.5,0,0,29.5,1,0,1,1,0.526698732211067,0.886475719461307,0.466905637576164
31,7,2,1,1,31.39999,0,6.800001,29.5,1,0,1,2,0.526698732211067,0.886475719461307,0.466905637576164
31,7,3,2,1,39.39999,0,19.6,29.5,1,0,1,3,0.526698732211067,0.886475719461307,0.466905637576164
31,7,5,3,1,50.29999,0,41.400002,29.5,1,0,1,4,0.526698732211067,0.886475719461307,0.466905637576164
31,7,9,5,1,80.19995,1,105.200001,29.5,1,0,1,5,0.526698732211067,0.886475719461307,0.466905637576164
31,7,11,9,1,95,1,149.5,29.5,1,0,1,6,0.526698732211067,0.886475719461307,0.466905637576164
31,7,12,11,1,99.09998,1,167.5,29.5,1,0,1,7,0.526698732211067,0.886475719461307,0.466905637576164
32,7,1,0,1,22.79999,0,0,22.79999,0,0,1,1,0.58563031394379,0.937028186541391,0.548752111058415
32,7,7,1,1,53.69998,0,60.200005,22.79999,0,0,1,2,0.58563031394379,0.937028186541391,0.548752111058415
32,7,9,7,1,70.39996,1,93,22.79999,0,0,1,3,0.58563031394379,0.937028186541391,0.548752111058415
32,7,10,9,1,78.5,1,120,22.79999,0,0,1,4,0.58563031394379,0.937028186541391,0.548752111058415
32,7,11,10,1,85.89996,1,127.5,22.79999,0,0,1,5,0.58563031394379,0.937028186541391,0.548752111058415
32,7,12,11,1,94,1,146.800001,22.79999,0,0,1,6,0.58563031394379,0.937028186541391,0.548752111058415
33,7,1,0,1,22.29999,0,0,22.29999,1,0,1,1,0.599270027518577,1.1799344397918,0.707099344204151
33,7,6,1,1,52.79999,0,56,22.29999,1,0,1,2,0.599270027518577,1.1799344397918,0.707099344204151
33,7,7,6,1,60.29999,1,71.100006,22.29999,1,0,1,3,0.599270027518577,1.1799344397918,0.707099344204151
33,7,8,7,1,67.79999,1,86.5,22.29999,1,0,1,4,0.599270027518577,1.1799344397918,0.707099344204151
33,7,11,8,1,93,1,137.599991,22.29999,1,0,1,5,0.599270027518577,1.1799344397918,0.707099344204151
33,7,12,11,1,101.39996,1,157.599991,22.29999,1,0,1,6,0.599270027518577,1.1799344397918,0.707099344204151
34,7,1,0,1,23.79999,0,0,23.79999,0,0,0,1,0.652664441312694,0.995952429558124,0.650022736011573
34,7,2,1,1,30,0,9.7,23.79999,0,0,0,2,0.652664441312694,0.995952429558124,0.650022736011573
34,7,5,2,1,50.39999,0,44.900002,23.79999,0,0,0,3,0.652664441312694,0.995952429558124,0.650022736011573
34,7,7,5,1,67,1,78.200001,23.79999,0,0,0,4,0.652664441312694,0.995952429558124,0.650022736011573
34,7,8,7,1,75,1,94.800003,23.79999,0,0,0,5,0.652664441312694,0.995952429558124,0.650022736011573
34,7,9,8,1,82.39996,1,112.900002,23.79999,0,0,0,6,0.652664441312694,0.995952429558124,0.650022736011573
34,7,10,9,1,91.19995,1,132,23.79999,0,0,0,7,0.652664441312694,0.995952429558124,0.650022736011573
34,7,12,10,1,109.59998,1,180.100006,23.79999,0,0,0,8,0.652664441312694,0.995952429558124,0.650022736011573
35,7,1,0,1,22,0,0,22,0,0,0,1,0.674069886193552,0.962715123396486,0.648937273664681
35,7,4,1,1,35.79999,0,25.900002,22,0,0,0,2,0.674069886193552,0.962715123396486,0.648937273664681
35,7,5,4,1,41.09998,0,37.6,22,0,0,0,3,0.674069886193552,0.962715123396486,0.648937273664681
35,7,9,5,1,69.79999,1,90.100002,22,0,0,0,4,0.674069886193552,0.962715123396486,0.648937273664681
35,7,12,9,1,93.19995,1,147.700005,22,0,0,0,5,0.674069886193552,0.962715123396486,0.648937273664681
36,8,1,0,1,22,0,0,22,0,0,1,1,0.594090192513151,0.924540440747347,0.549260408429785
36,8,3,1,1,32.89999,0,18.900001,22,0,0,1,2,0.594090192513151,0.924540440747347,0.549260408429785
36,8,4,3,1,38,0,29.200005,22,0,0,1,3,0.594090192513151,0.924540440747347,0.549260408429785
36,8,10,4,1,80.79999,1,120.200005,22,0,0,1,4,0.594090192513151,0.924540440747347,0.549260408429785
36,8,11,10,1,84.5,1,134.800003,22,0,0,1,5,0.594090192513151,0.924540440747347,0.549260408429785
36,8,12,11,1,90,1,146.300001,22,0,0,1,6,0.594090192513151,0.924540440747347,0.549260408429785
37,8,1,0,1,22,0,0,22,1,1,0,1,0.677250720497112,1.22571214029331,0.830114430135698
37,8,4,1,1,35.79999,0,26,22,1,1,0,2,0.677250720497112,1.22571214029331,0.830114430135698
37,8,5,4,1,42.29999,0,36.800001,22,1,1,0,3,0.677250720497112,1.22571214029331,0.830114430135698
37,8,8,5,1,64.79999,1,80,22,1,1,0,4,0.677250720497112,1.22571214029331,0.830114430135698
37,8,10,8,1,75,1,109.900002,22,1,1,0,5,0.677250720497112,1.22571214029331,0.830114430135698
37,8,11,10,1,83.79999,1,122.800003,22,1,1,0,6,0.677250720497112,1.22571214029331,0.830114430135698
37,8,12,11,1,92.09998,1,142.400002,22,1,1,0,7,0.677250720497112,1.22571214029331,0.830114430135698
38,8,1,0,1,26.2,0,0,26.2,0,0,1,1,0.550998727657672,0.997212330337734,0.549462725220633
38,8,5,1,1,49.5,0,42.100002,26.2,0,0,1,2,0.550998727657672,0.997212330337734,0.549462725220633
38,8,6,5,1,55.09998,0,62.200001,26.2,0,0,1,3,0.550998727657672,0.997212330337734,0.549462725220633
38,8,9,6,1,83.29999,1,122.100002,26.2,0,0,1,4,0.550998727657672,0.997212330337734,0.549462725220633
38,8,10,9,1,87.39996,1,148.4,26.2,0,0,1,5,0.550998727657672,0.997212330337734,0.549462725220633
38,8,11,10,1,94.69995,1,170.100006,26.2,0,0,1,6,0.550998727657672,0.997212330337734,0.549462725220633
38,8,12,11,1,98.39996,1,190.800003,26.2,0,0,1,7,0.550998727657672,0.997212330337734,0.549462725220633
39,8,1,0,1,32.5,0,0,32.5,1,0,1,1,0.499118714130912,0.796587773273383,0.397591865088618
39,8,2,1,1,38.79999,0,10,32.5,1,0,1,2,0.499118714130912,0.796587773273383,0.397591865088618
39,8,5,2,1,63,1,53.200001,32.5,1,0,1,3,0.499118714130912,0.796587773273383,0.397591865088618
39,8,6,5,1,70.09998,1,69,32.5,1,0,1,4,0.499118714130912,0.796587773273383,0.397591865088618
39,8,7,6,1,76.59998,1,89,32.5,1,0,1,5,0.499118714130912,0.796587773273383,0.397591865088618
39,8,8,7,1,86.19995,1,105.900002,32.5,1,0,1,6,0.499118714130912,0.796587773273383,0.397591865088618
39,8,9,8,1,95.79999,1,127,32.5,1,0,1,7,0.499118714130912,0.796587773273383,0.397591865088618
39,8,10,9,1,101.39996,1,151.200005,32.5,1,0,1,8,0.499118714130912,0.796587773273383,0.397591865088618
39,8,11,10,1,112.29999,1,174.5,32.5,1,0,1,9,0.499118714130912,0.796587773273383,0.397591865088618
39,8,12,11,1,112,1,191.400002,32.5,1,0,1,10,0.499118714130912,0.796587773273383,0.397591865088618
40,8,1,0,1,27,0,0,27,1,1,0,1,0.619182647792473,0.997362262554858,0.617549406537008
