"cut","n1","n0","risk1","risk0","RR","llr","p"
"O060",3,1,0.00309597523219814,0.000112803158488438,27.4458204334365,4.8064035592317,0.837
"R443",3,1,0.00309597523219814,0.000112803158488438,27.4458204334365,4.8064035592317,0.837
"O743",3,1,0.00309597523219814,0.000112803158488438,27.4458204334365,4.8064035592317,0.837
"I979",3,1,0.00309597523219814,0.000112803158488438,27.4458204334365,4.8064035592317,0.837
"V50-V59",36,180,0.0371517027863777,0.0203045685279188,1.8297213622291,4.77515988724221,0.997
"C00-C97",131,888,0.135190918472652,0.100169204737733,1.34962555434692,4.76336195272359,0.997
"C09",5,6,0.00515995872033024,0.000676818950930626,7.62383900928793,4.62998953394381,0.998
"13",142,979,0.146542827657379,0.11043429216018,1.32696850580456,4.62452192121748,0.998
"K28",7,13,0.00722394220846233,0.00146644106034969,4.92617289830912,4.62097505490167,0.998
"J68",7,13,0.00722394220846233,0.00146644106034969,4.92617289830912,4.62097505490167,0.998
"L40-L45",16,57,0.0165118679050568,0.00642978003384095,2.56802998207593,4.60207087529506,0.999
"04",107,711,0.110423116615067,0.0802030456852792,1.37679455526381,4.39385394576362,0.999
"R00-R09",20,82,0.0206398348813209,0.00924985899605189,2.23136751491354,4.37138152938856,0.999
"K04",7,14,0.00722394220846233,0.00157924421883813,4.57430340557276,4.30684513086683,0.999
"G80-G83",14,48,0.0144478844169247,0.00541455160744501,2.66834365325077,4.30410118478404,1
"S69",5,7,0.00515995872033024,0.000789622109419064,6.53471915081822,4.16250679475232,1
"V20-V29",30,150,0.0309597523219814,0.0169204737732657,1.8297213622291,3.97929990603518,1
"S00-S09",31,157,0.0319917440660475,0.0177100958826847,1.80641280984402,3.95690351098962,1
"Q30-Q34",14,51,0.0144478844169247,0.00575296108291032,2.51138226188308,3.86792374811588,1
"I674",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"S524",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"C774",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"V879",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"L209",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"O367",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"B743",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"F130",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"O212",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"Y842",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"N028",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"V939",3,2,0.00309597523219814,0.000225606316976875,13.7229102167183,3.79442063212423,1
"K00-K14",37,201,0.0381836945304438,0.022673434856176,1.68407190055912,3.75997781107978,1
"L89",5,8,0.00515995872033024,0.000902425267907501,5.71787925696594,3.75494106472342,1
"R95-R99",5,8,0.00515995872033024,0.000902425267907501,5.71787925696594,3.75494106472342,1
"S37",7,16,0.00722394220846233,0.001804850535815,4.00251547987616,3.74753595683831,1
"M83",7,16,0.00722394220846233,0.001804850535815,4.00251547987616,3.74753595683831,1
"D41",7,16,0.00722394220846233,0.001804850535815,4.00251547987616,3.74753595683831,1
"E50",6,12,0.00619195046439629,0.00135363790186125,4.57430340557276,3.69158154074299,1
"V24",6,12,0.00619195046439629,0.00135363790186125,4.57430340557276,3.69158154074299,1
"N15",4,5,0.00412796697626419,0.000564015792442188,7.31888544891641,3.60536570226645,1
"P21",4,5,0.00412796697626419,0.000564015792442188,7.31888544891641,3.60536570226645,1
"I050",4,5,0.00412796697626419,0.000564015792442188,7.31888544891641,3.60536570226645,1
"D37-D48",30,155,0.0309597523219814,0.0174844895657078,1.77069809247978,3.5999785821457,1
"O20-O29",24,116,0.0247678018575851,0.0130851663846588,1.89281520230597,3.50912961510809,1
"N20-N23",7,17,0.00722394220846233,0.00191765369430344,3.76707339282462,3.4975531174408,1
"Q06",6,13,0.00619195046439629,0.00146644106034969,4.22243391283639,3.40312925771914,1
"O34",6,13,0.00619195046439629,0.00146644106034969,4.22243391283639,3.40312925771914,1
"R44",5,9,0.00515995872033024,0.00101522842639594,5.08255933952528,3.39570378916064,1
"A21",5,9,0.00515995872033024,0.00101522842639594,5.08255933952528,3.39570378916064,1
"H49",5,9,0.00515995872033024,0.00101522842639594,5.08255933952528,3.39570378916064,1
"L41",5,9,0.00515995872033024,0.00101522842639594,5.08255933952528,3.39570378916064,1
"S20-S29",27,139,0.0278637770897833,0.0156796390298928,1.77706751007862,3.2767242897242,1
"O30-O49",28,146,0.0288957688338493,0.0164692611393119,1.75452733364434,3.26337630294826,1
"B20-B24",13,50,0.0134158926728586,0.00564015792442188,2.37863777089783,3.24011929797408,1
"R47-R49",9,28,0.00928792569659443,0.00315848843767626,2.9406236178682,3.23338786280558,1
"C67",8,23,0.00825593395252838,0.00259447264523407,3.18212410822452,3.2228885270808,1
"20",303,2370,0.312693498452012,0.267343485617597,1.16963201003253,3.16742867741254,1
"L72",4,6,0.00412796697626419,0.000676818950930626,6.09907120743034,3.16163805101337,1
"V23",6,14,0.00619195046439629,0.00157924421883813,3.92083149049093,3.13902018787891,1
"S348",3,3,0.00309597523219814,0.000338409475465313,9.14860681114551,3.10433071327441,1
"M00",3,3,0.00309597523219814,0.000338409475465313,9.14860681114551,3.10433071327441,1
"S277",3,3,0.00309597523219814,0.000338409475465313,9.14860681114551,3.10433071327441,1
"B21",5,10,0.00515995872033024,0.00112803158488438,4.57430340557276,3.07631795061916,1
"O86",5,10,0.00515995872033024,0.00112803158488438,4.57430340557276,3.07631795061916,1
"Q31",5,10,0.00515995872033024,0.00112803158488438,4.57430340557276,3.07631795061916,1
"M80-M94",33,184,0.0340557275541796,0.0207557811618725,1.64078274330327,3.05451422214246,1
"C64-C68",11,40,0.0113519091847265,0.00451212633953751,2.51586687306502,3.04901287183427,1
"C72",7,19,0.00722394220846233,0.00214326001128032,3.37053935147466,3.04751847136681,1
"D35",7,19,0.00722394220846233,0.00214326001128032,3.37053935147466,3.04751847136681,1
"S27",8,24,0.00825593395252838,0.0027072758037225,3.04953560371517,3.03360276797292,1
"C00-C75",99,689,0.102167182662539,0.0777213761985336,1.3145313124868,3.02321075616123,1
"Y83-Y84",10,35,0.0103199174406605,0.00394811054709532,2.61388766032729,2.96730443444191,1
"L20-L30",24,123,0.0247678018575851,0.0138747884940778,1.78509401193083,2.95383587265056,1
"K70-K77",19,90,0.0196078431372549,0.0101522842639594,1.93137254901961,2.93581870817269,1
"T51-T65",29,158,0.0299277605779154,0.0178228990411732,1.67917466786848,2.91714263765832,1
"O06",6,15,0.00619195046439629,0.00169204737732657,3.6594427244582,2.89637969814995,1
"V54",6,15,0.00619195046439629,0.00169204737732657,3.6594427244582,2.89637969814995,1
"L25",6,15,0.00619195046439629,0.00169204737732657,3.6594427244582,2.89637969814995,1
"E50-E64",20,97,0.0206398348813209,0.0109419063733785,1.88631068271041,2.89626719415978,1
"V91",7,20,0.00722394220846233,0.00225606316976875,3.20201238390093,2.84447277418948,1
"O60-O75",35,202,0.0361197110423117,0.0227862380146644,1.58515464549551,2.83821439262833,1
"D538",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S534",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"C058",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"J948",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"K282",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"I514",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"M831",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Q550",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"A280",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Q133",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S920",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"K049",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"D470",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"P288",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"R873",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"D508",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"H505",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"P219",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Y34",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V150",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"E724",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"B085",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"B159",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V671",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"K036",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"H912",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"T099",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"K319",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"B378",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"M931",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"G443",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"C155",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"F162",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S510",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"H163",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"P001",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Y633",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V760",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"L879",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Q313",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S625",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Q531",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"O990",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"O628",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S670",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Q266",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"K752",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"C673",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V836",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"T733",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S740",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S374",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Y830",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"T390",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"K081",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"F185",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"T602",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"D819",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"M678",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"R200",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"E850",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"T318",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"N96",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S698",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"G958",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"Q913",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"E752",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"M319",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V772",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"T181",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S697",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"R498",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V505",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V800",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V785",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"X25",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"S345",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"L910",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"V653",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"O309",2,1,0.00206398348813209,0.000112803158488438,18.297213622291,2.82886519674137,1
"M15-M19",16,72,0.0165118679050568,0.00812182741116751,2.03302373581011,2.82203114958572,1
"V92",5,11,0.00515995872033024,0.00124083474337281,4.15845764142978,2.79038331162101,1
"V47",5,11,0.00515995872033024,0.00124083474337281,4.15845764142978,2.79038331162101,1
"S51",4,7,0.00412796697626419,0.000789622109419064,5.22777532065458,2.78519003765419,1
"G62",4,7,0.00412796697626419,0.000789622109419064,5.22777532065458,2.78519003765419,1
"N20",4,7,0.00412796697626419,0.000789622109419064,5.22777532065458,2.78519003765419,1
"F81",4,7,0.00412796697626419,0.000789622109419064,5.22777532065458,2.78519003765419,1
"G40",6,16,0.00619195046439629,0.001804850535815,3.43072755417957,2.67281828522581,1
"W75-W84",6,16,0.00619195046439629,0.001804850535815,3.43072755417957,2.67281828522581,1
"L60-L75",26,141,0.0268317853457172,0.0159052453468697,1.68697714248073,2.65804615075551,1
"10",73,496,0.0753353973168215,0.0559503666102651,1.3464683411565,2.61526708936984,1
"I20",3,4,0.00309597523219814,0.000451212633953751,6.86145510835913,2.58659189319436,1
"C15",3,4,0.00309597523219814,0.000451212633953751,6.86145510835913,2.58659189319436,1
"D76",3,4,0.00309597523219814,0.000451212633953751,6.86145510835913,2.58659189319436,1
"A37",3,4,0.00309597523219814,0.000451212633953751,6.86145510835913,2.58659189319436,1
"R61",3,4,0.00309597523219814,0.000451212633953751,6.86145510835913,2.58659189319436,1
"G91",3,4,0.00309597523219814,0.000451212633953751,6.86145510835913,2.58659189319436,1
"W76",3,4,0.00309597523219814,0.000451212633953751,6.86145510835913,2.58659189319436,1
"R40-R46",17,81,0.0175438596491228,0.00913705583756345,1.92007797270955,2.58543606763588,1
"M93",5,12,0.00515995872033024,0.00135363790186125,3.81191950464396,2.53294264463934,1
"K86",5,12,0.00515995872033024,0.00135363790186125,3.81191950464396,2.53294264463934,1
"N02",7,22,0.00722394220846233,0.00248166948674563,2.91092034900084,2.4762472484289,1
"X58-X59",4,8,0.00412796697626419,0.000902425267907501,4.57430340557276,2.46105436049533,1
"I73",4,8,0.00412796697626419,0.000902425267907501,4.57430340557276,2.46105436049533,1
"P90-P96",13,57,0.0134158926728586,0.00642978003384095,2.0865243604367,2.4418559185926,1
"F00-F09",15,70,0.0154798761609907,0.00789622109419064,1.96041574524547,2.4115477619785,1
"S30-S39",30,174,0.0309597523219814,0.0196277495769882,1.57734600192164,2.38501817806841,1
"Q50-Q56",20,104,0.0206398348813209,0.0117315284827975,1.75934746368183,2.35153583259232,1
"V80-V89",31,182,0.0319917440660475,0.0205301748448957,1.55827918211819,2.34475757179432,1
"D10-D36",53,348,0.0546955624355005,0.0392554991539763,1.39332230169745,2.33195379546916,1
"M00-M25",46,295,0.0474716202270382,0.0332769317540891,1.42656241800913,2.30256035655248,1
"M17",5,13,0.00515995872033024,0.00146644106034969,3.51869492736366,2.3000745304716,1
"O65",5,13,0.00515995872033024,0.00146644106034969,3.51869492736366,2.3000745304716,1
"R94",5,13,0.00515995872033024,0.00146644106034969,3.51869492736366,2.3000745304716,1
"F10-F19",32,192,0.0330237358101135,0.02165820642978,1.52476780185758,2.20579791499883,1
"P20-P29",21,113,0.021671826625387,0.0127467569091935,1.70018356667306,2.20536240035187,1
"D14",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"F43",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"A26",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"J43",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"D61",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"L21",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"J12",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"K61",4,9,0.00412796697626419,0.00101522842639594,4.06604747162023,2.17881620300222,1
"K35",3,5,0.00309597523219814,0.000564015792442188,5.48916408668731,2.17817755029738,1
"D26",3,5,0.00309597523219814,0.000564015792442188,5.48916408668731,2.17817755029738,1
"M30",3,5,0.00309597523219814,0.000564015792442188,5.48916408668731,2.17817755029738,1
"T51",3,5,0.00309597523219814,0.000564015792442188,5.48916408668731,2.17817755029738,1
"E77",3,5,0.00309597523219814,0.000564015792442188,5.48916408668731,2.17817755029738,1
"V70-V79",29,171,0.0299277605779154,0.0192893401015228,1.55151811417088,2.15398640657925,1
"C76-C80",14,67,0.0144478844169247,0.00755781161872532,1.91164918441846,2.1037702645361,1
"F40-F48",17,87,0.0175438596491228,0.00981387478849408,1.78765880217786,2.10162923791187,1
"T59",6,19,0.00619195046439629,0.00214326001128032,2.88903372983542,2.09798217412034,1
"F80-F89",11,48,0.0113519091847265,0.00541455160744501,2.09655572755418,2.08975994506737,1
"V18",5,14,0.00515995872033024,0.00157924421883813,3.26735957540911,2.08862136551741,1
"G83",5,14,0.00515995872033024,0.00157924421883813,3.26735957540911,2.08862136551741,1
"E80",5,14,0.00515995872033024,0.00157924421883813,3.26735957540911,2.08862136551741,1
"G82",5,14,0.00515995872033024,0.00157924421883813,3.26735957540911,2.08862136551741,1
"I05",5,14,0.00515995872033024,0.00157924421883813,3.26735957540911,2.08862136551741,1
"Q421",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"L892",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"N158",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"H023",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"N209",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"V230",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"R195",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"O982",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"F066",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"D199",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"F841",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"S034",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"O342",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"F818",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"A309",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"A362",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"F129",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"R042",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"I062",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"A403",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"C679",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"I889",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"V521",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"A57",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"K001",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"A830",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"M234",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"Q821",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"B15",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"G834",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"H490",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"R99",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"V546",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"B271",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"V457",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"T367",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"B363",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"M832",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"T402",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"B463",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"L568",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"I083",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"C670",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"S375",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"R413",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"V203",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"F175",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"O682",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"Y578",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"S225",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"K598",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"C130",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"V253",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"F411",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"E881",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"C439",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"W29",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"L218",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"Y802",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"C833",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"Y718",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"N970",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"J159",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"Y498",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"L609",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"D019",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"R95",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"Q640",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
"V470",2,2,0.00206398348813209,0.000225606316976875,9.14860681114551,2.06955380884961,1
