"c","x","m","y"
51.881930345015,0,0,0
51.1916095799701,0,0,0
49.749074491326,0,0,0
51.0807272794203,0,0,0
45.1456476415333,0,1,0
44.957828693121,1,1,1
33.3890092008519,0,1,0
46.1766627312618,0,1,0
44.873497421222,1,1,0
77.018910003448,1,1,0
36.3788376881028,0,1,0
51.3725621855861,0,0,0
35.0637493268371,0,1,1
35.295642585632,0,0,0
51.2470238619701,0,1,0
40.0336086511596,0,1,1
49.9817738569529,1,1,0
45.7174111857418,0,1,0
43.863283935505,0,1,0
29.7532215458089,0,1,0
37.7525204964001,0,0,1
51.7951644111794,0,0,0
55.6762059442353,0,1,1
45.0712264644653,0,0,0
50.0006288406535,0,0,0
61.2288964337997,1,1,0
64.3985574297619,0,0,1
39.0288623159418,0,0,0
48.8268043974982,0,0,0
62.014984009197,0,1,0
45.302704194337,0,1,0
49.47530515061,1,0,0
49.1389270176291,0,0,0
41.1232098209357,0,0,0
45.5531599511526,0,0,0
49.7055512091176,0,1,0
45.8613115094208,0,0,0
61.133860233682,0,0,0
45.1900715834602,1,1,0
45.6683096739927,0,1,0
56.968625765521,0,0,1
39.4363158682909,0,0,0
49.5930152484879,0,0,0
34.4845517765241,0,1,0
61.6716954923568,0,1,0
47.2635429862592,1,0,0
45.3215467532775,0,1,0
37.6174767201379,1,1,1
49.9223796622267,0,0,0
41.9971782204834,1,1,1
44.6650767004956,0,0,0
62.8767524558459,0,1,0
48.2447412975787,1,0,0
39.2821761584932,1,1,0
51.6320688246738,0,0,0
46.3726158437205,1,0,0
55.9001354798734,0,1,1
64.3242192773099,0,1,0
40.0730748889051,1,1,0
54.5465029758028,0,1,0
50.8489805867849,0,1,1
58.9556558226454,1,0,1
47.7022186105373,0,0,0
58.3661906846061,0,0,0
32.5494413866331,0,0,0
66.8945892131337,0,0,0
58.6477797851858,0,0,0
48.4922401111425,0,1,0
35.5099286986083,0,1,0
56.4300870004198,0,0,0
54.8319386381477,0,1,0
49.9364437357861,0,0,0
51.5145589286242,0,1,0
44.158910296502,0,1,0
53.6880673263024,1,0,0
52.9465433971952,0,1,0
47.2074062665743,0,0,0
36.6376334510685,0,1,0
57.0074881844003,0,0,0
55.5419662227403,0,0,0
41.6369340719858,1,0,0
34.0541183799376,0,0,0
52.0495858058763,0,0,0
46.5491202202711,1,1,0
52.5261170336445,0,1,0
37.0599753451545,0,0,0
40.4082955561964,1,0,0
60.857748536799,0,1,0
54.0377490471571,1,1,0
55.864875367193,0,0,0
68.1522844615395,1,0,1
51.2882142860238,0,1,1
29.9907076226849,0,1,0
53.3377719743357,0,0,0
61.7132512735879,1,1,0
70.595392422993,0,0,0
36.2313840175948,0,0,0
38.4914443437289,0,0,0
42.9417860523988,0,0,0
39.4594421792281,0,1,0
43.5425627685751,0,0,0
48.146220323235,0,0,0
37.9877794926001,0,0,0
70.3697216698315,0,0,0
51.0777474488555,0,0,1
49.1589189949442,0,1,1
54.9561964160459,0,0,0
50.3741518611797,0,0,0
48.6791196304409,0,0,0
64.767874235521,1,1,0
47.829697899079,1,1,0
37.1639779590777,0,1,0
53.856678904434,0,0,0
46.4848712647091,0,0,0
44.7820390664373,0,0,1
39.3186879931283,1,0,0
54.2836590326669,0,1,0
48.2598176557301,1,0,0
55.1566772864803,0,1,1
47.6563472269408,1,0,0
43.4149657417823,0,0,0
62.5023660407872,0,0,0
47.282362848886,0,0,0
59.479519958752,1,1,1
37.9841756989106,0,0,0
45.338839036245,0,0,0
47.3064860484682,0,0,0
46.0903459186914,0,1,0
63.4870701199171,1,1,0
49.7723529870159,0,0,0
52.4422585110345,1,1,0
40.5762829213608,1,0,0
42.7078272349043,0,0,0
59.9806890855485,0,0,1
62.5848166459556,1,1,0
62.488636888101,1,0,1
36.1936295047467,0,1,0
70.4996069363639,0,1,0
60.1687282979954,1,1,0
49.7328253586174,0,0,1
57.0360777879826,1,1,0
40.2861477084814,0,0,0
39.0384375844114,0,0,0
50.490504509376,0,1,0
38.0150414344222,1,0,0
51.9001899855975,0,1,0
62.9770589960467,0,0,0
39.6612627703525,0,1,1
42.6155924578694,0,1,0
50.4656393945086,0,0,0
39.8240388017389,0,0,0
46.1671604011372,0,1,0
58.727554116714,0,0,0
59.6954501397012,0,0,0
53.8384666502709,1,1,0
31.4844433693254,0,0,0
49.4600326317383,0,0,0
60.6477321433828,0,0,1
58.1319503741161,1,1,0
48.0918352589572,0,0,0
23.000701914363,0,0,0
50.6096663880112,0,0,0
55.7375169748358,0,0,0
50.458035797251,0,0,0
51.5741254017588,1,1,0
54.3156537286877,1,1,0
46.0345026394979,0,1,0
63.0997822575155,0,0,0
54.7039339987394,0,0,0
37.573297294254,0,1,0
63.8157545638553,0,0,0
62.0445893700982,0,0,0
58.2407396368188,0,0,0
33.3737059781441,1,0,0
44.3069365639452,0,0,1
56.3551381728953,0,0,0
50.4372200757786,1,0,0
53.4801230366131,0,1,0
74.5959354887042,1,0,0
41.8161967560033,1,1,1
28.8679988507086,0,1,0
52.7369527243041,0,0,0
43.1240315875659,0,0,0
54.4604105296187,0,0,1
41.876152762094,1,0,0
72.1205548033514,1,1,0
48.7629402842257,0,1,0
45.2266449396995,0,0,0
48.3373850851339,0,1,0
58.6256338362643,0,0,0
50.9734048520282,0,0,0
33.7438326078871,0,0,0
49.9537923217354,0,1,1
57.6024216766206,1,0,0
50.3899091287256,0,1,0
57.3507214161444,0,0,0
48.5352737300113,0,1,0
49.4211266461872,0,1,0
54.8236946610453,0,0,0
59.9294363677573,0,1,0
37.5360450196796,0,0,0
49.6651247515439,0,1,0
49.2903781875,0,0,1
42.4107934626905,0,0,0
39.6564063906085,0,0,0
43.6926804602918,0,0,0
55.86807720013,0,0,0
45.8367734381635,1,0,0
42.1511219049468,0,1,1
51.634163194861,1,0,0
37.6328576489065,0,1,0
60.4587377623667,1,1,0
45.1540458378129,0,0,1
51.8912881168067,1,0,0
50.5100633157497,0,1,0
49.9975933111356,1,1,1
68.0938204244287,0,1,0
41.7467204289006,0,0,0
61.4547045222799,0,0,0
50.3157318755324,0,1,1
41.6479419469328,1,0,0
49.3123635098349,1,1,1
57.4677168701247,0,0,0
45.744812656054,0,0,1
42.2791776480654,0,0,0
51.5276410674789,0,1,0
59.885968451788,0,1,0
49.2654166532783,0,1,0
36.1297344644026,0,0,0
36.9332409562464,0,1,0
42.3160467492206,0,0,0
44.7289187462554,0,0,0
49.7857293495838,0,0,0
56.7049807099628,1,1,1
45.6538296142759,1,1,0
38.8612021668715,0,0,0
56.071059948785,1,1,0
52.7545696873959,1,0,0
61.5734706941474,1,1,0
33.1751914052174,1,1,0
50.8731908889487,0,0,0
63.5336189394267,1,1,0
57.2417380068337,1,1,1
41.6744717423579,0,0,0
57.3252848676841,0,1,0
41.2807313000279,0,0,0
45.4660248877021,0,0,0
61.8753427862908,1,0,0
47.0985468820992,0,0,0
58.2854614496544,0,1,0
47.0877229122083,1,1,0
34.2363759525209,0,0,0
41.5118430305108,0,0,0
39.114801380428,0,0,0
45.1570942888283,0,0,0
46.6368879099043,0,0,0
48.4664210933836,1,1,1
47.5675277142515,0,0,0
68.9220204160011,0,0,0
36.1400166271458,0,0,1
45.8517569929222,1,1,0
53.4908152810683,0,0,1
66.2844226581541,0,1,0
50.8852189571362,0,0,0
62.3915070840056,1,1,1
33.5544446424629,0,0,0
64.4635652537848,0,0,0
43.0943982833482,0,0,0
47.2356891454615,1,1,0
38.9058124010056,0,0,0
51.3386931642945,0,0,0
67.8533905173155,0,1,0
74.2216335525159,0,0,1
39.2317109788159,0,0,0
54.859411104031,1,0,0
63.8852173874429,1,1,0
48.0434318271546,0,0,0
47.8182520229379,0,0,0
46.9522204545355,1,0,0
55.9783272411144,0,0,0
63.9742941081576,0,0,0
56.8761976123996,1,1,0
53.2018801429697,1,0,0
46.9813007422274,0,1,0
54.9834868555795,1,1,1
44.5046308208324,1,0,1
47.2074349636276,0,0,1
60.9651344311173,0,0,0
54.4201308817881,0,0,0
52.4101629402611,1,1,0
47.4439234464448,1,0,0
59.3103290148488,0,0,0
63.3491258537547,0,1,1
41.3072823612456,0,0,0
50.554869546651,1,1,0
50.4906691319192,0,0,0
44.216442716391,1,1,0
40.01261344004,0,0,0
49.975672199934,0,0,0
56.5551188281297,0,0,0
64.7684227897655,1,0,0
30.9084721172079,1,1,0
42.9756052668759,0,1,0
46.8856978198808,0,0,0
33.3684296933262,0,0,0
42.4946655820771,1,1,1
42.2264824081849,1,1,0
42.774303001404,0,0,0
28.1116540085293,0,0,0
52.1341855028655,0,1,0
43.6807706374517,1,1,1
65.2049119383216,0,0,1
57.9595594941508,0,1,1
35.464704348672,0,0,0
50.9839542100584,0,0,0
44.0622901576685,0,0,0
58.8828116863451,0,0,1
50.5307041549867,0,0,0
44.4297637415534,0,1,0
54.3839703617272,0,1,0
51.5260815864242,0,0,0
48.3538241825044,0,1,1
70.1989062147597,1,1,0
44.7061411368274,1,0,0
45.2921302701596,0,0,1
34.5406307598248,0,1,0
49.5947327670482,0,0,0
58.9035630547068,1,1,0
29.2861214907079,1,1,1
47.4993487992698,1,0,0
38.1834957334668,0,0,0
64.4193726501691,1,1,1
63.5789553887886,0,1,1
53.3450284734065,1,0,1
64.2933808040023,0,0,0
41.3268214912132,1,0,0
59.5065172497189,0,0,0
44.1498849136676,0,0,0
53.2095752252563,1,1,0
47.0060398333509,1,1,1
47.2145691670693,0,1,0
55.4611515832953,1,0,0
36.9617884635513,0,0,0
47.4908553495754,0,1,0
51.7100737371791,0,0,0
45.9653252125249,0,1,0
51.0465944083573,0,1,0
46.8111921326599,0,0,0
66.1834393588343,0,0,0
57.1418860148862,0,1,0
79.6586536983324,1,1,0
42.0492239544079,0,1,0
58.1436591467991,0,0,0
70.9803081013037,0,1,0
53.0098005515257,1,0,0
39.1692485816077,1,1,0
39.9367749819672,0,1,0
49.6458543508239,0,0,1
63.0912436085341,0,0,0
57.5040048664672,1,1,1
28.6163167238758,0,1,0
42.9964589113337,1,0,0
49.9094352470701,0,0,0
35.4186651275523,1,0,0
56.9452964649487,1,1,0
25.3866452481351,0,0,0
51.4328976404046,1,0,1
46.0877788087294,0,0,0
45.0883591438592,0,1,1
47.1635254754795,0,0,0
53.1479480470784,1,1,0
53.9632657793899,0,1,0
47.7439628896404,0,0,0
30.7504956965944,0,0,0
35.6077070167802,0,0,0
35.303422260276,0,1,0
57.6186344689193,0,0,0
47.5638501812872,0,0,0
52.6967660741801,0,0,1
34.4107247904418,0,0,0
44.6441199330369,1,0,0
55.6245197317349,1,0,1
48.2167387658008,1,0,1
48.8486401379735,0,0,0
49.2793852789363,0,1,0
62.109098069263,0,1,0
43.851030992003,0,0,0
56.761264583147,1,1,0
58.9859960553755,0,0,0
38.1068209647898,0,0,0
51.2125884981901,1,1,0
49.8877831386959,0,0,0
60.2914071931376,0,1,0
59.1477486771961,0,0,1
49.9754373332044,0,0,0
51.3600955241373,0,1,0
42.7984645505688,1,1,0
48.0187566994878,0,0,0
39.7079119395173,0,1,0
40.3304410414738,1,0,0
37.7918691108091,0,1,0
58.3620770394484,0,0,0
61.149717984954,1,1,0
45.8705514707291,0,0,0
38.7102260199317,1,0,0
49.1206866822295,1,1,0
72.4190369331262,0,0,0
70.4131317075049,0,0,0
32.8019966327855,0,0,0
46.4309334387761,0,1,0
65.3328049216229,1,0,1
49.6175590338976,0,1,0
65.9741324232643,0,0,0
46.6641460669012,0,0,0
56.0498592391538,0,1,1
52.2424123925025,0,1,0
82.2906949548006,0,1,0
59.2045256677252,0,0,0
37.9346093078408,0,0,0
43.9611883083673,0,0,0
53.7023528462206,0,0,0
30.9899935332039,0,1,0
31.9559005503676,1,0,1
38.7817739364478,0,0,0
46.5207039344086,1,1,0
62.3890214863198,0,0,0
47.2580243514772,0,1,0
51.6238071555819,0,0,0
49.3539309024694,0,0,0
42.9476290297486,0,0,1
63.6219726875099,0,0,0
39.0348681191668,0,1,1
47.7156648145311,0,1,0
46.5217191938973,0,0,0
55.3212861950673,1,1,0
66.0723456226119,0,1,0
55.1381452611659,0,0,1
63.8237316057303,1,1,0
57.630970485499,0,0,0
43.7541545536589,0,0,0
50.8154380042899,1,1,1
63.7607911136477,0,0,1
34.3873421384296,0,0,1
53.247706605947,0,0,0
48.4320968304776,1,0,0
58.7778386073435,0,0,0
57.5016657518064,0,0,1
53.0105340384283,0,0,0
64.9281111722931,0,1,0
34.745061998303,0,0,0
59.1071755848602,0,1,0
34.2046797214246,1,1,0
55.8771625711858,0,0,0
50.8964229600072,0,1,0
59.6726165694984,1,1,1
50.7881235291482,0,0,0
34.3130016351391,1,0,0
29.9217681598391,0,1,0
55.4097352423876,1,1,0
49.2662340189157,0,0,0
44.2898160644192,0,0,0
46.8893154014636,0,0,0
43.2858493289864,0,0,1
48.4265954791902,0,0,0
40.6869492900013,0,0,0
30.1699052052987,0,0,0
47.8040019575062,0,0,0
60.4527586946239,0,0,0
68.7732956629967,1,0,0
50.0260619595717,0,0,0
49.1933006529083,0,1,0
59.6298228123987,0,0,0
50.5357101654652,1,0,1
45.6510159108996,0,1,0
32.6270274465769,1,1,0
37.3630440021757,1,1,1
54.0630851206927,0,0,0
35.4034603222024,0,0,0
60.484573701547,0,1,0
36.535694605498,0,1,0
48.0642944188651,1,1,0
49.9766404288632,0,1,0
49.8717026613281,0,0,0
51.519473219844,0,1,1
55.9851113140108,0,1,0
48.7378756270172,0,1,0
47.5146443415322,1,0,0
51.6032739490462,0,0,0
45.6635805840273,0,1,0
65.3741241910027,1,1,0
28.2975342338392,0,1,0
60.2700461929143,1,1,0
47.5151706681007,0,0,0
54.2232038583239,1,1,0
59.8765329363967,1,1,0
58.3556817203502,0,0,1
43.3947814095429,0,0,0
65.6406949329184,0,0,0
33.7702406470845,1,1,0
58.6389637347899,1,1,0
44.883972265638,1,0,0
30.826349745546,0,0,0
31.3418615138005,0,1,0
52.4517906343969,0,0,0
72.2353430190807,0,0,0
52.7337606414447,0,0,0
61.3078479452828,0,0,0
58.386693740601,1,1,1
43.4538472212179,0,0,0
59.539609784794,1,1,0
53.5295146548932,0,0,0
52.0659929264961,1,0,0
60.0111323431025,0,0,0
57.4745199164028,0,1,0
43.7342516327686,1,0,0
53.9522368593671,0,0,1
41.0783204595442,0,0,0
56.3081841009177,1,1,0
45.6729481671543,0,1,0
54.5213864421852,0,0,0
53.6799904519635,1,0,0
47.2961251033809,0,0,0
54.6551261771298,0,1,0
55.7435622562697,0,1,0
47.6930000984259,1,1,0
61.7224250830245,0,1,0
63.9270270673312,1,1,0
43.3800874429042,1,1,1
42.2263079327499,0,1,0
55.1353857890878,0,0,0
40.8668776195873,0,0,1
45.505761947497,0,0,0
58.0293269910362,0,0,0
44.265231490189,0,0,1
30.7187483215167,0,0,0
56.6439083382215,0,0,0
33.9745977620575,0,0,1
36.4539974254615,1,0,0
19.820673205821,0,0,1
58.3123782223006,0,1,0
52.5109708884734,0,1,1
54.6229346594133,1,1,0
58.4479222322324,0,1,0
49.5802847567844,0,1,0
38.9442409429997,1,1,0
55.6377565233087,0,0,1
63.0336475581967,1,1,0
34.9977906220534,0,0,0
43.9301076488096,1,1,0
47.0775493434342,0,0,0
37.103166566764,0,0,0
56.941058487747,1,1,0
44.0081809710288,1,0,0
62.5690664397164,0,0,0
50.5350801362736,0,0,0
57.2809251767185,1,1,0
65.6109806821061,1,1,0
52.6562475359719,1,1,0
60.7672625920727,0,0,0
52.1069793167925,0,0,0
34.8832647417763,1,1,0
50.2240225991362,0,1,1
57.181362060421,1,1,1
54.8945701784227,1,1,1
48.2611165412173,0,1,0
37.823005113316,0,1,0
56.4639836870946,1,1,0
40.8354397165211,0,1,0
37.4817655757443,0,0,0
55.949277184055,1,1,0
37.6718933481017,0,0,1
52.4436441490614,0,0,0
50.0277218534359,0,0,1
36.7179031397444,0,0,0
61.7969641183278,0,1,0
44.0719500085107,1,1,0
61.9997831633667,0,0,1
45.2496632038787,0,0,0
44.2494290384918,0,1,0
49.687739753915,0,0,0
46.4194300402154,1,1,1
46.4339892235227,0,0,1
41.2233561656627,0,1,0
37.8710287482204,1,0,0
56.1328661868703,0,0,0
41.9379665853752,0,1,1
36.2354307009111,0,1,0
44.9215210083645,0,0,0
41.9906451326266,0,0,0
28.0721431432993,0,1,0
47.0906285073233,0,0,0
51.6717412116052,0,1,0
52.9469235648569,0,1,0
53.9274126542073,0,0,0
39.9915628699918,0,1,0
46.7427288017657,0,1,0
39.9165119457116,1,1,0
43.6456851796623,0,0,0
37.9015931201266,0,0,1
38.8353619934731,0,0,1
56.2988116257593,0,1,1
47.2747842982137,1,1,0
47.4115883162133,0,0,0
67.2955817989149,1,0,0
49.4160783459263,0,0,0
44.6293621539108,0,1,1
57.4728669616574,0,0,0
45.1274216461027,1,0,0
63.729077814795,0,0,0
46.2232763935378,0,0,0
43.8384738588161,0,1,0
38.3187494892531,0,0,0
53.2864035859109,0,0,1
64.6651062744017,1,1,0
46.4399045491109,0,0,0
52.6146764187743,0,0,1
53.3332885517573,1,0,0
64.2219324030954,1,0,0
56.6387660066617,0,0,1
39.2634484430469,0,0,0
43.0309822533326,0,1,0
42.5386954306544,0,0,0
51.4157287213222,1,0,0
49.9605277926935,0,1,1
53.6793750109177,0,1,1
43.4265708530275,0,1,0
46.2365332983895,0,1,0
57.4136006042508,1,1,0
49.0039324355153,0,0,0
43.4571012139291,1,1,1
59.7116437406127,0,0,0
50.1349631156839,1,1,0
40.8346533297846,0,0,0
67.0968856126164,0,0,0
38.3189901005334,0,0,0
32.1896373984748,0,1,0
27.4686755143178,0,0,0
56.511259695467,0,1,1
44.6716737439723,0,0,1
47.2444064302772,0,0,0
52.8962697262905,0,1,0
45.3351593820924,0,0,0
33.9193982505531,0,0,0
30.5021620395801,0,1,0
46.5930008176902,0,0,0
51.7472552733132,0,1,1
27.2222243922277,0,0,0
52.9052448094708,1,0,0
54.2230635747361,1,0,0
62.9473736320671,0,0,0
51.6471401857395,0,1,0
52.0495384080023,0,0,0
56.0460362672581,1,1,0
49.8085923083107,1,1,0
49.2028565262119,0,0,0
51.159844644028,1,0,0
57.4417336404839,0,1,0
45.6870939647231,0,1,0
45.0047104808877,0,0,0
41.3483792324429,0,0,0
40.4224271672813,0,1,1
53.2679997133864,0,0,0
65.4737222568517,0,0,0
40.3114043113557,1,0,0
48.1155957374054,0,0,0
39.6999883854408,0,0,0
59.080864418605,0,0,1
46.8261813529187,0,0,0
51.7900396654042,0,0,0
53.4802818772918,0,0,0
39.4572097872556,0,0,0
48.952557118893,0,0,0
47.7165738290547,0,0,0
56.7535556242754,0,0,0
37.6675530649369,0,1,0
38.0003845557722,0,1,0
57.6586657661611,0,0,0
44.1190213871702,0,0,0
43.3970417002442,0,1,0
51.1301352219734,1,1,1
46.7960120031396,0,1,0
68.6638149693879,1,0,0
52.595314557678,1,1,0
51.6156007091807,0,0,0
59.3107490933535,0,0,0
49.4005325074038,0,0,0
50.4873970007745,0,0,0
39.2712459926604,0,0,0
27.0702856951933,1,1,0
37.9279314993566,0,0,0
51.1410942979719,1,0,0
39.6670292089462,0,1,0
56.8880775234206,1,0,0
57.2508301767486,0,0,1
52.1738021093909,0,1,0
47.9834326838162,1,1,0
36.3431013941132,0,0,0
46.9106239132284,0,0,0
45.4709711346277,1,1,0
56.6322914451979,0,0,0
63.086295367487,1,1,0
55.010403098945,1,1,0
38.7171146480263,0,1,0
66.7099730539817,0,1,0
60.1035303245212,0,0,0
52.2352121587446,0,1,0
27.9351540679038,0,1,0
40.4541438144684,1,1,1
49.3142693278976,0,0,1
57.6130590156527,0,0,0
38.2009580004171,0,1,1
82.1119895676729,0,1,0
24.4617514904917,0,1,0
47.6406605066594,0,0,0
47.4043735673857,0,0,0
43.3663308338081,0,1,0
46.8100928917385,0,1,1
57.4239515757232,0,0,0
41.2570732421423,1,1,0
29.1718623369672,0,0,0
50.9376790281022,0,0,0
49.981801879972,0,0,0
49.8689934762843,1,1,0
56.679680745581,1,0,0
49.8683229704784,0,1,0
57.760470304763,1,1,0
29.8926466736474,0,1,1
38.718195050282,0,0,0
53.4879957158572,0,1,1
46.4710151790308,0,1,0
59.4477459791762,0,0,0
39.9528014747354,0,0,0
57.2390273249685,0,0,0
43.3116725900964,0,0,0
38.869598062842,0,0,0
46.5719481063306,1,0,0
50.4977932316874,0,0,0
37.7231803847446,0,0,0
42.3599408917255,1,1,0
37.5381793838212,0,1,0
60.1677397775977,0,0,0
57.2361262405886,0,0,0
39.6747286289489,1,1,1
55.5734600412276,0,0,0
47.4441857690048,1,1,0
38.8660824285333,0,0,0
54.211974396148,0,0,1
46.7704968815363,1,1,0
58.8017990119152,1,1,1
48.051363932241,1,0,0
61.8805498210378,0,0,0
44.9023548823205,1,1,0
52.1954801087329,0,0,0
53.7029442136456,0,1,0
52.7910839373061,0,1,0
52.0194243731332,1,0,0
49.8700345756866,0,1,0
49.0913499392251,0,0,0
63.6503136531884,0,0,0
59.0813056888317,0,0,1
43.9011182859809,0,0,0
63.9643722121945,0,0,0
51.4479837330845,1,0,1
43.593932284047,0,1,0
51.6980225955853,0,0,0
48.4281251257916,0,1,0
51.009395945461,1,1,0
40.2660584585172,0,0,0
41.801747247468,0,1,0
63.6291896902543,1,0,1
59.6137093053128,0,0,0
41.1627552559889,0,0,0
40.9990788456368,0,1,0
67.2333313279683,0,1,0
69.0904216212893,0,0,0
42.2285880414474,0,1,0
36.9769473738689,0,1,0
76.2349516681868,1,0,0
52.2962891434681,0,0,0
51.8674989214189,1,0,0
50.7613663495028,1,0,0
64.0486018632133,0,1,1
48.0827776466368,1,0,0
64.5939216415609,1,0,0
47.7934454886546,0,0,0
55.0514588627314,0,0,0
39.6650299392712,1,1,0
51.7047347145922,1,0,0
62.0066816089193,0,0,1
48.3659408523426,0,0,0
62.8247586312264,0,0,0
77.2719638791127,0,0,1
59.4192421733092,0,1,0
47.5138596272044,0,1,0
50.9647885970649,0,1,0
45.6606905869826,0,0,0
71.7866786745157,0,0,0
20.4122038086988,0,0,0
50.8088823919911,0,0,0
51.1013780461722,0,0,0
52.1344832631265,0,0,0
34.4218038736768,0,0,0
52.1621154625776,1,0,1
51.8766381702644,0,0,0
62.586221252136,1,0,0
55.2351778090896,1,1,1
61.1545427747996,0,0,0
40.4249775782953,0,0,0
48.7559442014457,0,1,0
51.9173782904997,1,0,0
52.7221725060335,1,0,0
43.0618553632675,0,1,0
64.7917192085213,1,1,0
43.8823297835723,0,0,0
33.8569002564065,0,0,0
54.0249011059067,1,0,0
56.6455544728948,0,0,0
59.4412707099494,1,0,0
40.5373920229171,0,1,0
47.517115507611,0,1,0
36.7156353146092,0,1,0
58.4476374209892,0,0,0
53.4769673243865,0,0,0
59.1376258643111,1,0,0
56.0827455338068,1,1,0
43.9245201219551,0,0,0
51.7965807087184,0,1,0
30.9159058058262,1,1,0
55.029462576891,0,1,1
59.688991534785,0,1,0
41.2426287422667,0,0,0
28.6397546130199,0,0,0
34.7717241841499,1,0,0
38.8688179211393,1,0,0
62.409838955359,0,0,0
50.0348193506299,0,1,0
37.6220541400693,0,0,0
55.5569911889802,1,0,0
28.168506506401,0,0,0
47.5297554290275,0,0,0
61.1285692758645,1,1,1
46.5832676299091,0,0,0
63.0543834214107,0,0,0
67.9532387144079,0,0,0
38.3216477252655,0,1,0
38.4771237501798,1,0,0
40.8554453065435,1,0,0
55.2872803253363,0,0,0
58.3507892704858,1,1,1
62.0913697409153,1,1,0
62.9947254536082,0,0,1
60.7573230420989,0,1,0
59.398010235143,0,0,0
51.6337469340677,0,1,0
41.1186144135961,1,0,0
42.7383901724365,0,1,0
54.0759700561374,1,1,0
66.8353633925179,1,1,0
67.0597982356461,1,0,0
30.7383329917392,0,0,0
41.6600198477154,0,0,0
64.1913251633319,1,1,0
39.3589028498076,0,1,0
33.8642252751955,1,0,0
55.9981108869743,1,1,0
67.3296470538705,1,1,1
69.3450456245773,0,0,0
55.3282057567079,0,0,0
57.1966575601978,1,1,0
55.6009338575518,0,0,0
49.8191306834003,0,1,0
16.2826091744949,0,0,0
57.6070324475975,1,0,0
46.0877314775679,0,0,0
60.0990122381185,0,0,0
43.7302685292625,0,0,0
33.6542263049814,0,0,0
62.4524265203048,0,1,1
51.813774465554,0,1,0
84.953042639856,1,0,0
59.1559191332691,0,0,0
60.4850651742624,0,1,0
57.6382493693486,0,1,0
43.966126231406,0,1,1
46.2957033729722,0,1,0
60.5982593833365,0,0,0
60.5511052983939,0,0,0
55.8297216112032,1,0,0
40.1343256446046,0,1,0
66.8462181174398,0,0,0
36.3315895431737,0,0,0
45.6678565138889,1,1,0
73.2505849371513,1,1,1
55.2412218115109,0,0,0
59.7073341640859,1,1,0
53.7697339715261,0,0,0
40.0406660345784,0,0,1
44.0251708695195,0,0,0
