analysis,rep,po_a1,po_a0,rd_a1_a0
binary,37,0.0927112047184904,0.31061166836174,-0.21790046364325
binary,38,0.146520889128165,0.331327366712604,-0.184806477584439
binary,39,0.0933820730785785,0.314981402524561,-0.221599329445983
binary,40,0.133236431072084,0.238367740119587,-0.105131309047503
binary,41,0.070998088700775,0.360934328438327,-0.289936239737552
binary,42,0.0795231287796012,0.304522319727821,-0.22499919094822
binary,43,0.118898510930937,0.252809744993079,-0.133911234062142
binary,44,0.0812301583625606,0.260647771883009,-0.179417613520448
binary,45,0.131077762150937,0.325543644488763,-0.194465882337827
binary,46,0.120923950764587,0.274826127041502,-0.153902176276915
binary,47,0.13900475725383,0.299038564526555,-0.160033807272725
binary,48,0.0916106884496838,0.195322503677139,-0.103711815227455
binary,49,0.111885815338124,0.248609259470299,-0.136723444132175
binary,50,0.125069612660067,0.217648304721229,-0.0925786920611618
binary,51,0.0828858841851075,0.255796050042216,-0.172910165857108
binary,52,0.0843732581002013,0.3259590581499,-0.241585800049699
binary,53,0.162260330997176,0.206657292377813,-0.0443969613806364
binary,54,0.0832102587952062,0.262813938312996,-0.179603679517789
binary,55,0.103176735602704,0.334785947328079,-0.231609211725375
binary,56,0.152639324439382,0.327462494487344,-0.174823170047962
binary,57,0.0921556754434193,0.211734014295626,-0.119578338852206
binary,58,0.183751857256196,0.311380355116034,-0.127628497859838
binary,59,0.12596478276297,0.235217259892554,-0.109252477129584
binary,60,0.07926012429462,0.340863170015185,-0.261603045720565
binary,61,0.129321092009897,0.258055196323202,-0.128734104313304
binary,62,0.148269461073321,0.230245406793899,-0.0819759457205785
binary,63,0.159992715370365,0.191246101113393,-0.0312533857430283
binary,64,0.0628851091262918,0.331585399837763,-0.268700290711472
binary,65,0.107818534030332,0.188084911768331,-0.0802663777379988
binary,66,0.152381613359865,0.244722746293955,-0.0923411329340903
binary,67,0.11568762853924,0.349763112857054,-0.234075484317814
binary,68,0.0619265803657407,0.302465976773946,-0.240539396408205
binary,69,0.120910761974995,0.268027469010707,-0.147116707035713
binary,70,0.102168301085832,0.289464671839819,-0.187296370753988
binary,71,0.125982026552018,0.271043215165218,-0.1450611886132
binary,72,0.15061419829868,0.209166785758074,-0.0585525874593938
binary,73,0.156797530049573,0.301111956550292,-0.144314426500719
binary,74,0.11124777362467,0.280199535379972,-0.168951761755302
binary,75,0.147310625249458,0.335298307183309,-0.18798768193385
binary,76,0.0561773071731974,0.292374249280743,-0.236196942107546
binary,77,0.103782080663118,0.275135244323339,-0.171353163660221
binary,78,0.168979140704987,0.240568545165275,-0.0715894044602877
binary,79,0.11000123879651,0.257752235928643,-0.147750997132133
binary,80,0.16258332946549,0.208522820700833,-0.0459394912353432
binary,81,0.178544003961301,0.167403673018911,0.0111403309423904
binary,82,0.145279674238446,0.2610898423571,-0.115810168118654
binary,83,0.132596872645018,0.26789012703124,-0.135293254386221
binary,84,0.136014889564371,0.226587108964738,-0.0905722194003669
binary,85,0.132227451087062,0.296242916374728,-0.164015465287666
binary,86,0.109151044895969,0.257094071387822,-0.147943026491853
binary,87,0.14407712999146,0.269982881196132,-0.125905751204672
binary,88,0.103665814515356,0.268080087172393,-0.164414272657037
binary,89,0.105957750168593,0.265451453289113,-0.15949370312052
binary,90,0.125978889605009,0.232217643591336,-0.106238753986327
binary,91,0.191336770758256,0.241229027759995,-0.0498922570017384
binary,92,0.172004402831619,0.302149280122443,-0.130144877290823
binary,93,0.0857047187113006,0.218970620668661,-0.13326590195736
binary,94,0.0584822518831052,0.302864011269133,-0.244381759386027
binary,95,0.155322646169819,0.241826961169012,-0.0865043149991931
binary,96,0.125918013983624,0.325059228350475,-0.199141214366851
binary,97,0.128013871912861,0.295456960559192,-0.16744308864633
binary,98,0.0811523187067905,0.266377279931207,-0.185224961224416
binary,99,0.152783821973054,0.207237436490598,-0.0544536145175439
binary,100,0.121774983229144,0.258265314116407,-0.136490330887263
binary,101,0.0651439697025241,0.272816483702207,-0.207672513999683
binary,102,0.15138191402132,0.327935106678175,-0.176553192656855
binary,103,0.096008158468347,0.303496241988253,-0.207488083519906
binary,104,0.126233910379168,0.221106173356052,-0.094872262976884
binary,105,0.0783828539540339,0.346691915166684,-0.268309061212651
binary,106,0.116558071986877,0.288509821650796,-0.171951749663918
binary,107,0.11258235139844,0.203123029514292,-0.0905406781158525
binary,108,0.112480881751581,0.258208451877008,-0.145727570125426
binary,109,0.118969353052572,0.318462652583693,-0.199493299531121
binary,110,0.126430460105339,0.275104854557558,-0.148674394452218
binary,111,0.154047039290329,0.217700332822163,-0.0636532935318344
binary,112,0.106741784091316,0.280883868995476,-0.174142084904161
binary,113,0.166420282441374,0.262908726889177,-0.0964884444478033
binary,114,0.156009743199784,0.230020763622085,-0.0740110204223005
binary,115,0.132120636969066,0.166364236991542,-0.0342436000224761
binary,116,0.114222293630834,0.272019517827194,-0.15779722419636
binary,117,0.155267478420054,0.357740095835796,-0.202472617415742
binary,118,0.0598705672025551,0.33230789552649,-0.272437328323935
binary,119,0.0642203635071228,0.269305383399019,-0.205085019891896
binary,120,0.128939764602813,0.252170348328613,-0.123230583725801
binary,121,0.105973498224675,0.328826588138559,-0.222853089913884
binary,122,0.181843982671971,0.251030516785207,-0.0691865341132354
binary,123,0.116832627619849,0.211805107893507,-0.0949724802736579
binary,124,0.158572934339138,0.272503693506108,-0.113930759166971
binary,125,0.0643514405203718,0.247363505222282,-0.18301206470191
binary,126,0.0953205356920593,0.293223545862013,-0.197903010169953
binary,127,0.125797333249032,0.223840459075243,-0.0980431258262111
binary,128,0.13543319953926,0.245143903522549,-0.109710703983289
binary,129,0.101068458843318,0.226297893779846,-0.125229434936528
binary,130,0.115961203739096,0.243000164693404,-0.127038960954308
binary,131,0.1727951920259,0.140549973538326,0.0322452184875736
binary,132,0.100585849079405,0.220681044180607,-0.120095195101202
binary,133,0.180318830763566,0.167352958765497,0.0129658719980681
binary,134,0.0966355963021668,0.411647753137089,-0.315012156834922
binary,135,0.0920043320842119,0.33818791789341,-0.246183585809198
binary,136,0.158690645035883,0.189136324831756,-0.0304456797958734
binary,137,0.134318037102276,0.274402920615279,-0.140084883513003
binary,138,0.110661690475384,0.31894216505611,-0.208280474580726
binary,139,0.0667490712886208,0.266242746709061,-0.19949367542044
binary,140,0.0722022884484639,0.315241093002184,-0.24303880455372
binary,141,0.124998183931647,0.29520685724604,-0.170208673314393
binary,142,0.123625016755806,0.296326933143985,-0.172701916388178
binary,143,0.129396486880363,0.269783165561689,-0.140386678681326
binary,144,0.153404340310698,0.175432177716502,-0.0220278374058034
binary,145,0.161993464662308,0.217302323352332,-0.0553088586900239
binary,146,0.155421559577148,0.263186463737966,-0.107764904160818
binary,147,0.134312957320908,0.327870293172597,-0.193557335851689
binary,148,0.156020590367388,0.222708077364671,-0.0666874869972832
binary,149,0.112816903947507,0.252866989008942,-0.140050085061435
binary,150,0.123074589528713,0.226581712052226,-0.103507122523512
binary,151,0.137596232773704,0.252164344639114,-0.11456811186541
binary,152,0.112907276305732,0.285053558638861,-0.17214628233313
binary,153,0.1267034369374,0.276458060995811,-0.149754624058412
binary,154,0.225942061349655,0.204891431319059,0.0210506300305961
binary,155,0.08053252435213,0.346954634279014,-0.266422109926884
binary,156,0.132992805628504,0.280307759873449,-0.147314954244945
binary,157,0.14935418317621,0.193081535109153,-0.0437273519329431
binary,158,0.112962763554005,0.241828556615093,-0.128865793061088
binary,159,0.0679619356169427,0.26187545865522,-0.193913523038277
binary,160,0.109493854360388,0.20809974783673,-0.0986058934763421
binary,161,0.140475758776771,0.248180762905101,-0.10770500412833
binary,162,0.0809084403176941,0.404181150015647,-0.323272709697953
binary,163,0.107350073029807,0.236736793877617,-0.12938672084781
binary,164,0.152501388915301,0.254617143312679,-0.102115754397378
binary,165,0.142693048810094,0.243929725496006,-0.101236676685912
binary,166,0.140301839141992,0.236099577104265,-0.0957977379622728
binary,167,0.0937790524853678,0.277601786658523,-0.183822734173155
binary,168,0.125218119985199,0.22426659734264,-0.0990484773574415
binary,169,0.120691411588859,0.254157009000939,-0.13346559741208
binary,170,0.151985639155871,0.277822582837264,-0.125836943681393
binary,171,0.082755604069403,0.268602709880423,-0.18584710581102
binary,172,0.158324136825496,0.254884664532196,-0.0965605277067
binary,173,0.109301998934952,0.323569444652461,-0.214267445717509
binary,174,0.0780852463778422,0.329523855433137,-0.251438609055295
binary,175,0.175120549862233,0.220190520383725,-0.0450699705214923
binary,176,0.160087320679315,0.24572061315351,-0.0856332924741957
binary,177,0.128065801798414,0.298910891244956,-0.170845089446542
binary,178,0.120177389513547,0.244153613515839,-0.123976224002292
binary,179,0.208839750689102,0.229460308537228,-0.0206205578481252
binary,180,0.0792530164430722,0.270719270676882,-0.19146625423381
binary,181,0.105032279814133,0.291360526920585,-0.186328247106452
binary,182,0.0821986651173748,0.30500405160085,-0.222805386483475
binary,183,0.097044584461276,0.163874516525836,-0.0668299320645604
binary,184,0.136654445421039,0.290515040971412,-0.153860595550373
binary,185,0.129061323331628,0.250161417466091,-0.121100094134463
binary,186,0.0981307448815823,0.279796601908769,-0.181665857027187
binary,187,0.138258891004644,0.319715381518633,-0.181456490513988
binary,188,0.128540894823169,0.206532045040258,-0.077991150217089
binary,189,0.115946498162219,0.284513354932564,-0.168566856770345
binary,190,0.112469867504214,0.257332128882114,-0.1448622613779
binary,191,0.096384706772556,0.171979369284167,-0.075594662511611
binary,192,0.117393584996364,0.247461932691138,-0.130068347694774
binary,193,0.131230617740353,0.229555363413846,-0.0983247456734923
binary,194,0.0910632448875091,0.324573603582847,-0.233510358695338
binary,195,0.100885262951255,0.290182430100875,-0.18929716714962
binary,196,0.171824302069997,0.180909824321804,-0.00908552225180698
binary,197,0.159803304138609,0.252785830790606,-0.092982526651997
binary,198,0.0973012139802098,0.287074908205739,-0.189773694225529
binary,199,0.235199591495213,0.214454014341926,0.0207455771532871
binary,200,0.065599143200319,0.292570223825083,-0.226971080624764
binary,201,0.133627182969666,0.194635678899665,-0.0610084959299991
binary,202,0.109232007075715,0.267994672414779,-0.158762665339064
binary,203,0.108683160638778,0.272592412120714,-0.163909251481936
binary,204,0.0877341121484417,0.288504700362396,-0.200770588213955
binary,205,0.122646888124954,0.291360707730863,-0.16871381960591
binary,206,0.0870357260176479,0.275772030479358,-0.18873630446171
binary,207,0.162301844265236,0.155675399515666,0.00662644474957011
binary,208,0.101660018180231,0.23309664114209,-0.131436622961859
binary,209,0.209950124818726,0.280896195538406,-0.07094607071968
binary,210,0.135648002520906,0.211819896953097,-0.076171894432191
binary,211,0.146924278118839,0.2129065124398,-0.0659822343209612
binary,212,0.146089214829472,0.224611107740293,-0.0785218929108216
binary,213,0.144787299651076,0.210088913921954,-0.0653016142708782
binary,214,0.0892882309122874,0.338773889573393,-0.249485658661105
binary,215,0.0939503969093867,0.292058937838762,-0.198108540929375
binary,216,0.127368167296065,0.293352912724125,-0.16598474542806
binary,217,0.127440587196959,0.161348651109215,-0.0339080639122561
binary,218,0.106214546610467,0.249547464035343,-0.143332917424875
binary,219,0.0883759591489528,0.274743012266992,-0.186367053118039
binary,220,0.091045147824396,0.27141925300778,-0.180374105183384
binary,221,0.0893517732334034,0.349006949579237,-0.259655176345834
binary,222,0.184924896128794,0.285524326198197,-0.100599430069403
binary,223,0.0632180082536948,0.323641284289678,-0.260423276035983
binary,224,0.092951434718301,0.327909009215289,-0.234957574496988
binary,225,0.16137815784507,0.256022732701709,-0.0946445748566397
binary,226,0.152453126634849,0.283153530993238,-0.130700404358388
binary,227,0.118890836775071,0.308320488814436,-0.189429652039366
binary,228,0.150066680291667,0.269567843777742,-0.119501163486075
binary,229,0.102389273828042,0.274075998271392,-0.17168672444335
binary,230,0.113038173656716,0.278299740334611,-0.165261566677895
binary,231,0.110509426642829,0.242986962437407,-0.132477535794577
binary,232,0.112339741370941,0.223677015654884,-0.111337274283943
binary,233,0.146892426822589,0.193572023503659,-0.0466795966810701
binary,234,0.119584164722163,0.271778716840438,-0.152194552118275
binary,235,0.119910234494207,0.222750918993037,-0.10284068449883
binary,236,0.131609271755061,0.283793226569903,-0.152183954814843
binary,237,0.151550154736479,0.240768067443575,-0.089217912707096
binary,238,0.135285657742263,0.250418624633535,-0.115132966891272
binary,239,0.141216971336523,0.260064616058867,-0.118847644722345
binary,240,0.0972293295141052,0.243816926892535,-0.14658759737843
binary,241,0.0722534459525904,0.25779891239459,-0.185545466442
binary,242,0.0903612269959796,0.262985586692893,-0.172624359696914
binary,243,0.188138369518938,0.308199844820479,-0.120061475301541
binary,244,0.176743203807819,0.206133646561841,-0.0293904427540223
binary,245,0.124540252711949,0.303724278254775,-0.179184025542826
binary,246,0.133689414551494,0.256988863602401,-0.123299449050907
binary,247,0.122067351735333,0.191460685191776,-0.0693933334564436
binary,248,0.0932961958758329,0.214778121591852,-0.121481925716019
binary,249,0.111588923362327,0.25233635191931,-0.140747428556983
binary,250,0.158897411748853,0.21500345907173,-0.0561060473228776
binary,251,0.0637101511565882,0.309737878557546,-0.246027727400957
binary,252,0.0738939685799828,0.248483863088647,-0.174589894508664
binary,253,0.155801310638498,0.211757060453882,-0.0559557498153838
binary,254,0.0929335182844259,0.298499038284851,-0.205565520000425
binary,255,0.144082237609164,0.285749298788578,-0.141667061179415
binary,256,0.0869320499094051,0.285399448367183,-0.198467398457778
binary,257,0.0558290068430136,0.335875918432436,-0.280046911589422
binary,258,0.117412370759119,0.200053766010439,-0.0826413952513195
binary,259,0.115622224361805,0.224954428359065,-0.10933220399726
binary,260,0.0810047052399915,0.382553415384961,-0.30154871014497
binary,261,0.101167690463062,0.331017983095026,-0.229850292631964
binary,262,0.127696960462928,0.330171606519211,-0.202474646056282
binary,263,0.141517879608585,0.180513076327697,-0.0389951967191123
binary,264,0.126539891104978,0.267113266415982,-0.140573375311004
binary,265,0.109842828867052,0.308670107902884,-0.198827279035832
binary,266,0.0897232543701027,0.26755106634361,-0.177827811973507
binary,267,0.120371660241239,0.282155133149793,-0.161783472908554
binary,268,0.105690552340443,0.237836601733993,-0.13214604939355
binary,269,0.0956869652820024,0.326440822355435,-0.230753857073432
binary,270,0.211035225367907,0.261353073951479,-0.0503178485835725
binary,271,0.154413579271922,0.269553294165354,-0.115139714893431
binary,272,0.0853366505496388,0.280928985824457,-0.195592335274818
binary,273,0.129569276293531,0.252955503487333,-0.123386227193802
binary,274,0.133983403108621,0.23653108101669,-0.102547677908069
binary,275,0.118455828203467,0.235793978139377,-0.11733814993591
binary,276,0.132943669778174,0.257963898740546,-0.125020228962372
binary,277,0.111347483897104,0.257657794582131,-0.146310310685027
binary,278,0.0521101614182285,0.317751971694115,-0.265641810275887
binary,279,0.16933067200811,0.232507977200394,-0.0631773051922834
binary,280,0.170978475749537,0.201113744229679,-0.0301352684801412
binary,281,0.107736347564681,0.26653824270893,-0.158801895144249
binary,282,0.135458984467292,0.202408277688382,-0.0669492932210905
binary,283,0.0690839897404098,0.163845064020627,-0.0947610742802172
binary,284,0.14658800715642,0.315397420153414,-0.168809412996993
binary,285,0.0889340601627708,0.357621143775961,-0.26868708361319
binary,286,0.058592542012189,0.330753402011149,-0.27216085999896
binary,287,0.0906451745345137,0.359855095771662,-0.269209921237148
binary,288,0.106895537378963,0.292747298290991,-0.185851760912028
binary,289,0.107191869406801,0.297191137100633,-0.189999267693832
binary,290,0.112126638250118,0.25769731130218,-0.145570673052062
binary,291,0.129880227915592,0.240593567143684,-0.110713339228091
binary,292,0.102303293268138,0.245929333928856,-0.143626040660717
binary,293,0.177008678562091,0.264521290379811,-0.0875126118177202
binary,294,0.0920723176427961,0.21487810777551,-0.122805790132714
binary,295,0.0861377327284867,0.304362761426267,-0.21822502869778
binary,296,0.122824806834989,0.270089822848264,-0.147265016013274
binary,297,0.104954025317625,0.272818797520248,-0.167864772202623
binary,298,0.129187476611774,0.227491267851745,-0.0983037912399707
binary,299,0.127091914009015,0.240991363725408,-0.113899449716393
binary,300,0.145333804233962,0.152805624031155,-0.00747181979719305
binary,301,0.102905183938441,0.26203347319766,-0.159128289259218
binary,302,0.0974033176445541,0.327838745119275,-0.23043542747472
binary,303,0.134356614743519,0.22294600564912,-0.0885893909056009
binary,304,0.11563482961858,0.193570800873774,-0.0779359712551936
binary,305,0.0848032306603325,0.267801362996528,-0.182998132336195
binary,306,0.101841462139261,0.243023688951477,-0.141182226812216
binary,307,0.128374551378358,0.322642920857631,-0.194268369479273
binary,308,0.109183757681368,0.277478694848218,-0.16829493716685
binary,309,0.0776254327285862,0.221618704223725,-0.143993271495139
binary,310,0.127217530135047,0.213584033876068,-0.0863665037410209
binary,311,0.0489777278642704,0.267104239706204,-0.218126511841933
binary,312,0.114353951640541,0.340603497840427,-0.226249546199886
binary,313,0.110552399245058,0.268337731310811,-0.157785332065753
binary,314,0.148639437459477,0.214245627773981,-0.065606190314504
binary,315,0.0914498147542645,0.257276479290175,-0.16582666453591
binary,316,0.0866569419664499,0.219592355305739,-0.13293541333929
binary,317,0.153001350987004,0.298720946418064,-0.14571959543106
binary,318,0.112111126733655,0.228796113305254,-0.116684986571599
binary,319,0.0938720086449894,0.30410244000194,-0.21023043135695
binary,320,0.101654604830652,0.311252802595576,-0.209598197764923
binary,321,0.130156456653227,0.274382168972291,-0.144225712319065
binary,322,0.133082283475886,0.274278261304273,-0.141195977828386
binary,323,0.117139102256694,0.223449362112953,-0.106310259856259
binary,324,0.0973314505661341,0.309324485544888,-0.211993034978754
binary,325,0.166991002605786,0.165049457715218,0.00194154489056836
binary,326,0.177780474209843,0.2601973935773,-0.0824169193674568
binary,327,0.0754340881594546,0.260041531596957,-0.184607443437503
binary,328,0.150602315055871,0.2850486861867,-0.13444637113083
binary,329,0.129234970331458,0.249823698890096,-0.120588728558638
binary,330,0.102211144739354,0.367409017846329,-0.265197873106975
binary,331,0.107744830810532,0.181677550454171,-0.073932719643639
binary,332,0.119183484370796,0.266328673679005,-0.147145189308208
binary,333,0.127611955903203,0.193424759090519,-0.0658128031873161
binary,334,0.115384505970822,0.241662157377661,-0.126277651406838
binary,335,0.134242539159355,0.261678608462236,-0.127436069302881
binary,336,0.143239606375009,0.239394085220203,-0.096154478845194
binary,337,0.126088191439562,0.268297697497315,-0.142209506057753
binary,338,0.0803512034569654,0.19399829322882,-0.113647089771854
binary,339,0.134578867061258,0.212370698904319,-0.0777918318430608
binary,340,0.0861212779187186,0.305015705194227,-0.218894427275509
binary,341,0.18266612146327,0.196766548989056,-0.0141004275257859
binary,342,0.151274867010587,0.250957967365708,-0.0996831003551207
binary,343,0.13494560160216,0.225647312012994,-0.0907017104108346
binary,344,0.154292961013195,0.226578032791189,-0.0722850717779936
binary,345,0.111421995570295,0.222133571295543,-0.110711575725248
binary,346,0.14816164709243,0.229844848655703,-0.081683201563273
binary,347,0.111965461814163,0.26224753295432,-0.150282071140157
binary,348,0.203419919369122,0.166418107224395,0.0370018121447268
binary,349,0.120364511788924,0.237255587746246,-0.116891075957323
binary,350,0.0764835407956797,0.287018769241254,-0.210535228445575
binary,351,0.147931328917245,0.232515019939633,-0.0845836910223881
binary,352,0.0971239446014251,0.313557949675818,-0.216434005074392
binary,353,0.0934096087233305,0.294794694972676,-0.201385086249345
binary,354,0.107130535939238,0.203716685549136,-0.0965861496098978
binary,355,0.101740301998519,0.353788151466476,-0.252047849467957
binary,356,0.120982241937189,0.301297268758993,-0.180315026821804
binary,357,0.0986640266968335,0.295165075309296,-0.196501048612463
binary,358,0.0793598073979411,0.334645548724849,-0.255285741326908
binary,359,0.0872221740700968,0.316544903897838,-0.229322729827741
binary,360,0.11515561859051,0.226582884594523,-0.111427266004013
binary,361,0.122220121215787,0.244414941607862,-0.122194820392075
binary,362,0.13029662567957,0.19381147177569,-0.0635148460961203
binary,363,0.115269740256346,0.31925101235303,-0.203981272096685
binary,364,0.126452183174565,0.29411527589884,-0.167663092724275
binary,365,0.0890784708069309,0.253438036532352,-0.164359565725421
binary,366,0.112222844489614,0.27478583960043,-0.162562995110816
binary,367,0.0766940941696283,0.303676917073259,-0.226982822903631
binary,368,0.108109606029857,0.295217978896903,-0.187108372867046
binary,369,0.208900512084547,0.231644073213979,-0.0227435611294318
binary,370,0.0923298940762847,0.246069402018851,-0.153739507942566
binary,371,0.11749633457347,0.326800312939248,-0.209303978365777
binary,372,0.120560730060213,0.232825937735923,-0.112265207675709
binary,373,0.129831652875323,0.246531453573913,-0.11669980069859
binary,374,0.0948664620397934,0.258529538264562,-0.163663076224768
binary,375,0.165264404728755,0.203043608791371,-0.0377792040626166
binary,376,0.109676970959993,0.290546171966709,-0.180869201006715
binary,377,0.149999901716883,0.197726694775997,-0.047726793059114
binary,378,0.184264388970849,0.198210555632091,-0.0139461666612417
binary,379,0.0784135454680594,0.279877920907657,-0.201464375439598
binary,380,0.157618025871969,0.209391746946948,-0.0517737210749783
binary,381,0.112019405956691,0.24968850313082,-0.137669097174129
binary,382,0.124196979953231,0.249771533469597,-0.125574553516367
binary,383,0.159827372946035,0.281672372586464,-0.121844999640429
binary,384,0.17959157981844,0.205288524409712,-0.0256969445912718
binary,385,0.145825907367493,0.275658237035966,-0.129832329668473
binary,386,0.0881884409347514,0.299888224145299,-0.211699783210547
binary,387,0.0709766450099631,0.300324276064786,-0.229347631054823
binary,388,0.1326527853142,0.235018226610201,-0.102365441296001
binary,389,0.0802097559396171,0.256429388596046,-0.176219632656429
binary,390,0.112641254199595,0.191219459821321,-0.0785782056217266
binary,391,0.127576576968915,0.268182676833578,-0.140606099864663
binary,392,0.12017047423071,0.146902261336271,-0.0267317871055615
binary,393,0.0883146429912411,0.309653513458324,-0.221338870467083
binary,394,0.122139271103545,0.300590172149388,-0.178450901045843
binary,395,0.148530354829181,0.273921956615174,-0.125391601785993
binary,396,0.108699452134957,0.28896372506194,-0.180264272926983
binary,397,0.120588008495544,0.21970475458511,-0.0991167460895666
binary,398,0.0789001948189761,0.279397082902926,-0.20049688808395
binary,399,0.128391442973714,0.235228290917828,-0.106836847944115
binary,400,0.119141067678848,0.267735644205003,-0.148594576526155
binary,401,0.0523284166866038,0.315178663092591,-0.262850246405987
binary,402,0.136537433941754,0.250867629998491,-0.114330196056737
binary,403,0.129682951351838,0.221176140554797,-0.0914931892029591
binary,404,0.0762984895288374,0.328810297729094,-0.252511808200257
binary,405,0.129503064745448,0.178879334860823,-0.0493762701153753
binary,406,0.16673544414942,0.215803282099721,-0.0490678379503012
binary,407,0.124436489040174,0.227710322626319,-0.103273833586145
binary,408,0.0908443602141171,0.310774223561605,-0.219929863347488
binary,409,0.112723725840585,0.295326704057031,-0.182602978216445
binary,410,0.115797650986361,0.339750749260474,-0.223953098274113
binary,411,0.108532342594157,0.155289964292213,-0.0467576216980556
binary,412,0.114794658887123,0.251625018675401,-0.136830359788278
binary,413,0.0762967363314857,0.313172001147013,-0.236875264815528
binary,414,0.131092220018275,0.212947702442016,-0.0818554824237407
binary,415,0.116862724423575,0.22733548907751,-0.110472764653934
binary,416,0.146044246112009,0.215773725558754,-0.0697294794467449
binary,417,0.161430096606244,0.245742346145889,-0.0843122495396456
binary,418,0.106840659839615,0.254883643461334,-0.14804298362172
binary,419,0.131750047678877,0.320877969805926,-0.189127922127049
binary,420,0.134158534001465,0.259494404833555,-0.12533587083209
binary,421,0.117666957188376,0.246736548798762,-0.129069591610386
binary,422,0.0924940496691918,0.271378495749786,-0.178884446080594
binary,423,0.111950054861943,0.338270853461644,-0.226320798599701
binary,424,0.0974294796677577,0.293559568232956,-0.196130088565199
binary,425,0.0873787985646562,0.27484974656658,-0.187470948001924
binary,426,0.113052742990393,0.233814746293839,-0.120762003303447
binary,427,0.138622072026945,0.23654848302433,-0.0979264109973855
binary,428,0.105622729509428,0.284888721394756,-0.179265991885328
binary,429,0.116398103492582,0.239989393843281,-0.123591290350699
binary,430,0.125559202004817,0.182139393641005,-0.0565801916361879
binary,431,0.0406939401880417,0.293078830462972,-0.252384890274931
binary,432,0.11052810438739,0.267899712703744,-0.157371608316354
binary,433,0.183323381282894,0.217718624644468,-0.0343952433615735
binary,434,0.104075246242249,0.269418164792556,-0.165342918550307
binary,435,0.108874088698933,0.33395129402371,-0.225077205324776
binary,436,0.138351741858218,0.204012720826544,-0.0656609789683256
binary,437,0.0919065870669695,0.297755986394981,-0.205849399328011
binary,438,0.0906329475312801,0.2242506057106,-0.13361765817932
binary,439,0.0963376537182668,0.200366881501864,-0.104029227783597
binary,440,0.154196069161254,0.188041080765347,-0.0338450116040934
binary,441,0.1324971039718,0.243057680288089,-0.11056057631629
binary,442,0.122329689550504,0.211829009923854,-0.0894993203733493
binary,443,0.0974484921353945,0.315591438819737,-0.218142946684343
binary,444,0.110326490275181,0.287535178723506,-0.177208688448325
binary,445,0.12010929480795,0.229739917054209,-0.109630622246259
binary,446,0.0798790701436679,0.308577910668667,-0.228698840524999
binary,447,0.085684943126502,0.26645867083498,-0.180773727708478
binary,448,0.134742575886877,0.200556258068076,-0.0658136821811989
binary,449,0.122587498658012,0.215135146039825,-0.0925476473818128
binary,450,0.134076029054776,0.299481717940711,-0.165405688885935
binary,451,0.0814364662896682,0.300915556586166,-0.219479090296498
binary,452,0.102485177564165,0.30953880979565,-0.207053632231485
binary,453,0.114653825683282,0.25393914148607,-0.139285315802788
binary,454,0.102302297096803,0.322029935786599,-0.219727638689796
binary,455,0.115793663350989,0.255016917749223,-0.139223254398234
binary,456,0.121279442683164,0.294248959499145,-0.172969516815982
binary,457,0.125114147395661,0.219754645733661,-0.0946404983379998
binary,458,0.0962651142998281,0.211200968972686,-0.114935854672857
