id,time,l0,a,l,alag,llag,y,yc
17,1,-1.22003552731834,1,0.269542779435946,0,0,0,0
17,2,-1.22003552731834,0,-0.358870872298086,1,0.269542779435946,0,0
17,3,-1.22003552731834,1,-0.318183953588515,0,-0.358870872298086,0,-0.244923268506971
18,1,-0.947517995624823,1,-0.561870071831341,0,0,0,0
18,2,-0.947517995624823,0,-0.797487520962149,1,-0.561870071831341,0,0
18,3,-0.947517995624823,0,-0.521270655916657,0,-0.797487520962149,1,-0.328130866603621
19,1,0.000100643124353856,0,-0.261496707028805,0,0,0,0
19,2,0.000100643124353856,0,-0.0516519871768101,0,-0.261496707028805,0,0
19,3,0.000100643124353856,0,0.021605497090164,0,-0.0516519871768101,0,-0.601394654131997
20,1,-0.28399940021757,0,-0.0164632827960407,0,0,0,0
20,2,-0.28399940021757,1,0.0450113919434852,0,-0.0164632827960407,0,0
20,3,-0.28399940021757,0,-0.345003650461543,1,0.0450113919434852,0,0.0917617522093238
21,1,2.64295437280037,0,2.30044248072545,0,0,0,0
21,2,2.64295437280037,1,1.85712933846882,0,2.30044248072545,0,0
21,3,2.64295437280037,1,1.0614347483499,1,1.85712933846882,0,0.507035285350528
22,1,1.25042651278379,1,-0.0291734389107504,0,0,0,0
22,2,1.25042651278379,0,-0.136852352522828,1,-0.0291734389107504,0,0
22,3,1.25042651278379,1,0.149790917902175,0,-0.136852352522828,0,0.427521058507568
23,1,-0.264667076742838,1,0.831940998103313,0,0,0,0
23,2,-0.264667076742838,1,0.120179046621067,1,0.831940998103313,0,0
23,3,-0.264667076742838,1,-0.30095491510241,1,0.120179046621067,0,-1.17646860341628
24,1,1.03411328552427,1,0.709255518560938,0,0,0,0
24,2,1.03411328552427,0,0.256826326449227,1,0.709255518560938,0,0
24,3,1.03411328552427,1,0.336030339520472,0,0.256826326449227,0,-0.33238134783201
25,1,0.595422672324072,1,1.27538762808896,0,0,0,0
25,2,0.595422672324072,0,0.514992451863447,1,1.27538762808896,0,0
25,3,0.595422672324072,1,0.416605022650266,0,0.514992451863447,1,0.253521250814178
26,1,0.936561517012798,1,1.08839849450207,0,0,0,0
26,2,0.936561517012798,1,0.461120969533249,1,1.08839849450207,0,0
26,3,0.936561517012798,0,0.0547351456250788,1,0.461120969533249,1,0.54621418827258
27,1,0.296932828093294,1,0.635917540743649,0,0,0,0
27,2,0.296932828093294,0,0.0963414261262432,1,0.635917540743649,0,0
27,3,0.296932828093294,0,0.144558380302495,0,0.0963414261262432,1,-0.17355753282622
28,1,1.084619439501,1,1.03177139166023,0,0,0,0
28,2,1.084619439501,1,0.451966517483091,1,1.03177139166023,0,0
28,3,1.084619439501,0,0.0704283061458393,1,0.451966517483091,1,0.80084009315415
29,1,0.496855553414902,1,0.59929278318723,0,0,0,0
29,2,0.496855553414902,1,0.107086702794978,1,0.59929278318723,0,0
29,3,0.496855553414902,1,-0.201542535984676,1,0.107086702794978,0,-0.0825875005082669
30,1,-0.0861006235902045,0,0.164158258673135,0,0,0,0
30,2,-0.0861006235902045,0,0.181435690255986,0,0.164158258673135,0,0
30,3,-0.0861006235902045,0,0.137735542338163,0,0.181435690255986,0,0.468423472798774
31,1,0.521713881175981,0,-0.196519495280159,0,0,0,0
31,2,0.521713881175981,0,0.0694929137256649,0,-0.196519495280159,0,0
31,3,0.521713881175981,1,0.161261045913753,0,0.0694929137256649,0,0.719514452219205
32,1,-0.590072769962641,0,-0.318904950988176,0,0,0,0
32,2,-0.590072769962641,1,-0.179376514767165,0,-0.318904950988176,0,0
32,3,-0.590072769962641,0,-0.51126727091671,1,-0.179376514767165,0,-0.671663778251594
33,1,0.11898132302903,0,0.0515249251301105,0,0,0,0
33,2,0.11898132302903,1,0.148921468260109,0,0.0515249251301105,0,0
33,3,0.11898132302903,1,-0.231435807232876,1,0.148921468260109,0,-0.761389106975458
34,1,0.519173463340031,0,0.307827777992982,0,0,0,0
34,2,0.519173463340031,0,0.361607865370335,0,0.307827777992982,0,0
34,3,0.519173463340031,0,0.321568610821288,0,0.361607865370335,0,0.672932212303132
35,1,-2.11104658972971,0,-0.315514499550789,0,0,0,0
35,2,-2.11104658972971,1,-0.420765864096212,0,-0.315514499550789,0,0
35,3,-2.11104658972971,0,-0.856967747815076,1,-0.420765864096212,0,-0.413176924078543
36,1,-0.7532794433583,0,-0.505580695617562,0,0,0,0
36,2,-0.7532794433583,0,-0.313761514395514,0,-0.505580695617562,0,0
36,3,-0.7532794433583,1,-0.228027954987695,0,-0.313761514395514,0,-0.910043373783725
37,1,-0.00440036392933998,1,-0.821221881426088,0,0,0,0
37,2,-0.00440036392933998,0,-0.797012749455825,1,-0.821221881426088,0,0
37,3,-0.00440036392933998,0,-0.388973063150812,0,-0.797012749455825,0,0.96340642048301
38,1,0.873471094601372,1,1.13329277559969,0,0,0,0
38,2,0.873471094601372,0,0.477065184984039,1,1.13329277559969,0,0
38,3,0.873471094601372,0,0.434671804985413,0,0.477065184984039,0,0.579653497331257
39,1,1.36978340856853,1,-0.470502015630773,0,0,0,0
39,2,1.36978340856853,1,-0.373725823694883,1,-0.470502015630773,0,0
39,3,1.36978340856853,0,-0.343779525832591,1,-0.373725823694883,1,0.406057353724236
40,1,0.905268411726426,1,-0.0466459873425814,0,0,0,0
40,2,0.905268411726426,1,-0.202211726782469,1,-0.0466459873425814,0,0
40,3,0.905268411726426,1,-0.314478872088658,1,-0.202211726782469,0,-0.0675568113995555
41,1,-0.801146125460764,1,-0.0335594892695265,0,0,0,0
41,2,-0.801146125460764,1,-0.467647883850048,1,-0.0335594892695265,0,0
41,3,-0.801146125460764,0,-0.699366793682033,1,-0.467647883850048,0,-0.266338641460176
42,1,-0.0278546946984976,1,-0.790555320697952,0,0,0,0
42,2,-0.0278546946984976,0,-0.782978837156572,1,-0.790555320697952,0,0
42,3,-0.0278546946984976,1,-0.384538017693904,0,-0.782978837156572,0,-0.751392321369285
43,1,-1.5787053078966,0,-0.586282244919127,0,0,0,0
43,2,-1.5787053078966,1,-0.49263655131655,0,-0.586282244919127,0,0
43,3,-1.5787053078966,1,-0.821968846329627,1,-0.49263655131655,0,-1.14404472197956
44,1,1.38591690485123,1,1.05757991532291,0,0,0,0
44,2,1.38591690485123,1,0.515143055663483,1,1.05757991532291,0,0
44,3,1.38591690485123,0,0.147357047294088,1,0.515143055663483,1,0.0145328821708802
45,1,0.824792927859915,0,0.00572794425865342,0,0,0,0
45,2,0.824792927859915,1,0.235289076127605,0,0.00572794425865342,0,0
45,3,0.824792927859915,1,-0.085119998229429,1,0.235289076127605,0,-0.734069140965866
46,1,-1.0468258932856,0,-0.794292688125807,0,0,0,0
46,2,-1.0468258932856,0,-0.528181902038664,0,-0.794292688125807,0,0
46,3,-1.0468258932856,0,-0.387055671181249,0,-0.528181902038664,1,-0.0455415861975973
47,1,0.156538004956739,1,0.320550155154813,0,0,0,0
47,2,0.156538004956739,1,-0.10903482921713,1,0.320550155154813,0,0
47,3,0.156538004956739,0,-0.368053835375478,1,-0.10903482921713,0,-1.24382860822685
48,1,-0.84370067253686,0,-0.46224274707072,0,0,0,0
48,2,-0.84370067253686,0,-0.303092900906915,0,-0.46224274707072,0,0
48,3,-0.84370067253686,0,-0.234819189653964,0,-0.303092900906915,0,-0.158049276269115
49,1,0.0601619757252869,1,-0.313750147589983,0,0,0,0
49,2,0.0601619757252869,0,-0.492349169486144,1,-0.313750147589983,0,0
49,3,0.0601619757252869,0,-0.212369366615839,0,-0.492349169486144,0,0.413602027731486
50,1,1.35683085922321,1,0.562956021142898,0,0,0,0
50,2,1.35683085922321,0,0.223607429738594,1,0.562956021142898,0,0
50,3,1.35683085922321,1,0.362940406647476,0,0.223607429738594,0,0.148006473339872
51,1,-1.47090936675618,0,-1.14391304158288,0,0,0,0
51,2,-1.47090936675618,1,-0.798815062799062,0,-1.14391304158288,0,0
51,3,-1.47090936675618,0,-0.975275595885349,1,-0.798815062799062,0,-0.754489843050665
52,1,0.892295621259765,1,0.0290693928607856,0,0,0,0
52,2,0.892295621259765,1,-0.160372452739182,1,0.0290693928607856,0,0
52,3,0.892295621259765,0,-0.293283462030183,1,-0.160372452739182,0,0.801364698401482
53,1,-0.492915919132798,0,-0.886212780555037,0,0,0,0
53,2,-0.492915919132798,0,-0.492869959783169,0,-0.886212780555037,0,0
53,3,-0.492915919132798,1,-0.290086706559335,0,-0.492869959783169,0,-0.245071432830386
54,1,-0.641311542552061,1,0.955630062649633,0,0,0,0
54,2,-0.641311542552061,1,0.131655589528457,1,0.955630062649633,0,0
54,3,-0.641311542552061,0,-0.347373041716637,1,0.131655589528457,0,-0.416337425999226
55,1,0.727281349046199,1,-0.0165614605791112,0,0,0,0
55,2,0.727281349046199,1,-0.213240631288493,1,-0.0165614605791112,0,0
55,3,0.727281349046199,1,-0.345462958342203,1,-0.213240631288493,0,0.269029064497196
56,1,0.802836903469712,1,0.89849931849575,0,0,0,0
56,2,0.802836903469712,1,0.329583509282689,1,0.89849931849575,0,0
56,3,0.802836903469712,1,-0.0363319034087614,1,0.329583509282689,0,0.0745935235707624
57,1,-0.168101117281193,1,0.0459741053002855,0,0,0,0
57,2,-0.168101117281193,1,-0.320231197690825,1,0.0459741053002855,0,0
57,3,-0.168101117281193,1,-0.529661315149321,1,-0.320231197690825,0,-0.376900997771327
58,1,-0.309058711326234,0,0.596183785162911,0,0,0,0
58,2,-0.309058711326234,0,0.396337201582291,0,0.596183785162911,0,0
58,3,-0.309058711326234,0,0.224717241284587,0,0.396337201582291,1,-0.300174103249033
59,1,0.314846215542111,1,0.65924211372291,0,0,0,0
59,2,0.314846215542111,0,0.112735820446026,1,0.65924211372291,0,0
59,3,0.314846215542111,0,0.15608317142121,0,0.112735820446026,1,0.479697006638195
60,1,0.547254833037367,1,-0.209257115014156,0,0,0,0
60,2,0.547254833037367,0,-0.353808353422231,1,-0.209257115014156,0,0
60,3,0.547254833037367,1,-0.0679789177569959,0,-0.353808353422231,0,0.231072067170161
61,1,-0.997670563699829,0,-1.61737300597096,0,0,0,0
61,2,-0.997670563699829,0,-0.99770363365513,0,-1.61737300597096,0,0
61,3,-0.997670563699829,0,-0.638410877428298,0,-0.99770363365513,1,-0.715346138261476
62,1,-0.301695410764159,1,0.233445074110553,0,0,0,0
62,2,-0.301695410764159,0,-0.232873122738145,1,0.233445074110553,0,0
62,3,-0.301695410764159,0,-0.120317575012962,0,-0.232873122738145,1,0.167427263942438
63,1,-0.90645005995378,0,-0.214432195093298,0,0,0,0
63,2,-0.90645005995378,0,-0.169402682746718,0,-0.214432195093298,0,0
63,3,-0.90645005995378,0,-0.170074483904224,0,-0.169402682746718,0,-0.142072924919024
64,1,-0.363271630436368,0,0.589231057578999,0,0,0,0
64,2,-0.363271630436368,1,0.383630552526,0,0.589231057578999,0,0
64,3,-0.363271630436368,1,-0.169861224371791,1,0.383630552526,0,-0.2709270964352
65,1,-0.128796755590097,1,0.178996901816052,0,0,0,0
65,2,-0.128796755590097,0,-0.236789277841105,1,0.178996901816052,0,0
65,3,-0.128796755590097,1,-0.0982656485952214,0,-0.236789277841105,0,-0.82450104902773
66,1,1.08195085541463,1,1.08244511324374,0,0,0,0
66,2,1.08195085541463,0,0.480930302547709,1,1.08244511324374,0,0
66,3,1.08195085541463,0,0.465984786159288,0,0.480930302547709,0,-0.00100735243465955
67,1,1.46105728285556,0,0.0355401434123056,0,0,0,0
67,2,1.46105728285556,1,0.354382448436026,0,0.0355401434123056,0,0
67,3,1.46105728285556,1,0.0694583662395925,1,0.354382448436026,1,0.759635265985736
68,1,-1.11532931612556,1,-0.249831225755451,0,0,0,0
68,2,-1.11532931612556,0,-0.643354801518252,1,-0.249831225755451,0,0
68,3,-1.11532931612556,0,-0.459991245092617,0,-0.643354801518252,1,0.319302892782822
69,1,0.819798648850157,1,0.377882292267331,0,0,0,0
69,2,0.819798648850157,1,0.0303395133310771,1,0.377882292267331,0,0
69,3,0.819798648850157,1,-0.198541456828886,1,0.0303395133310771,0,-0.447445770701215
70,1,0.0321891795723543,1,0.0734979066304745,0,0,0,0
70,2,0.0321891795723543,0,-0.272220945422748,1,0.0734979066304745,0,0
70,3,0.0321891795723543,1,-0.0952150348423818,0,-0.272220945422748,0,-0.38600496124645
71,1,1.72312038222645,1,0.954205206095129,0,0,0,0
71,2,1.72312038222645,1,0.509138280691407,1,0.954205206095129,0,0
71,3,1.72312038222645,0,0.191262907891976,1,0.509138280691407,1,1.01698895680597
72,1,-0.222025522836363,1,0.35946910602732,0,0,0,0
72,2,-0.222025522836363,1,-0.147032002157973,1,0.35946910602732,0,0
72,3,-0.222025522836363,0,-0.441951174383976,1,-0.147032002157973,1,-0.423706333886505
73,1,-0.735864220721264,1,-0.344769412162707,0,0,0,0
73,2,-0.735864220721264,0,-0.637704534369772,1,-0.344769412162707,0,0
73,3,-0.735864220721264,0,-0.403758484804352,0,-0.637704534369772,1,-0.618180982522478
74,1,-0.562174835367625,0,-0.619260518359204,0,0,0,0
74,2,-0.562174835367625,0,-0.349119074307158,0,-0.619260518359204,0,0
74,3,-0.562174835367625,0,-0.220719967820405,0,-0.349119074307158,0,-0.103655860776936
75,1,0.0704039604159611,1,0.580420603094441,0,0,0,0
75,2,0.0704039604159611,1,0.0279085834613296,1,0.580420603094441,0,0
75,3,0.0704039604159611,1,-0.304793724638034,1,0.0279085834613296,0,-1.81399590334367
76,1,-1.32666802852867,0,-1.07912312329368,0,0,0,0
76,2,-1.32666802852867,0,-0.738158296074921,0,-1.07912312329368,0,0
76,3,-1.32666802852867,1,-0.54172058683522,0,-0.738158296074921,0,-1.21135701696337
77,1,-0.379290952779626,1,-0.232942885135076,0,0,0,0
77,2,-0.379290952779626,0,-0.515793425823084,1,-0.232942885135076,0,0
77,3,-0.379290952779626,0,-0.286787117591844,0,-0.515793425823084,0,-0.240864759758445
78,1,-2.13875960373743,0,-2.05204685903756,0,0,0,0
78,2,-2.13875960373743,0,-1.43238871483977,0,-2.05204685903756,0,0
78,3,-2.13875960373743,0,-1.03724013768512,0,-1.43238871483977,0,-1.21668028419739
79,1,-0.561862483999466,0,-0.536883179183976,0,0,0,0
79,2,-0.561862483999466,0,-0.30129024136662,0,-0.536883179183976,0,0
79,3,-0.561862483999466,1,-0.194370380511567,0,-0.30129024136662,1,-0.214294123992397
80,1,0.212887198685518,1,0.997020349879453,0,0,0,0
80,2,0.212887198685518,1,0.292333754719766,1,0.997020349879453,0,0
80,3,0.212887198685518,0,-0.139412227088156,1,0.292333754719766,0,-0.0176272095616903
81,1,0.206348491098679,0,0.138223178747606,0,0,0,0
81,2,0.206348491098679,1,0.2131852022494,0,0.138223178747606,0,0
81,3,0.206348491098679,0,-0.183859350009015,1,0.2131852022494,0,0.504151232257427
82,1,-1.55854490819495,0,-1.40950965052365,0,0,0,0
82,2,-1.55854490819495,0,-0.966882782614908,0,-1.40950965052365,0,0
82,3,-1.55854490819495,0,-0.699981817585493,0,-0.966882782614908,0,-0.70892445180506
83,1,0.0271424870057941,1,0.501267246317129,0,0,0,0
83,2,0.0271424870057941,1,-0.0249221992151383,1,0.501267246317129,0,0
83,3,0.0271424870057941,0,-0.339907261387515,1,-0.0249221992151383,0,0.230192848297446
84,1,1.65260293860281,1,1.20134666330072,0,0,0,0
84,2,1.65260293860281,0,0.641197534890865,1,1.20134666330072,0,0
84,3,1.65260293860281,1,0.634023055594369,0,0.641197534890865,0,0.205018551265369
85,1,-0.642434566080854,0,0.205290406901432,0,0,0,0
85,2,-0.642434566080854,0,0.116278905429894,0,0.205290406901432,0,0
85,3,-0.642434566080854,0,0.0240125587351222,0,0.116278905429894,0,0.149787782856778
86,1,0.67827472013121,1,1.14424614217297,0,0,0,0
86,2,0.67827472013121,1,0.452186717681314,1,1.14424614217297,0,0
86,3,0.67827472013121,0,0.013661155543092,1,0.452186717681314,0,1.33469280282799
87,1,0.588866941073464,1,1.00276891118596,0,0,0,0
87,2,0.588866941073464,1,0.355824679059611,1,1.00276891118596,0,0
87,3,0.588866941073464,0,-0.0518550547669289,1,0.355824679059611,0,0.4343293432169
88,1,-0.217682025368908,1,-0.0366281627220676,0,0,0,0
88,2,-0.217682025368908,0,-0.376073458437825,1,-0.0366281627220676,0,0
88,3,-0.217682025368908,1,-0.187315885692451,0,-0.376073458437825,0,-0.448987188084891
89,1,1.74201899190034,0,1.02140542029809,0,0,0,0
89,2,1.74201899190034,1,0.971138182476946,0,1.02140542029809,0,0
89,3,1.74201899190034,1,0.448008659228369,1,0.971138182476946,0,0.509631988104194
90,1,0.0911710318456473,0,-0.42176562349451,0,0,0,0
90,2,0.0911710318456473,1,-0.130036696531512,0,-0.42176562349451,0,0
90,3,0.0911710318456473,0,-0.388756238633941,1,-0.130036696531512,1,0.763390605164629
91,1,-0.00365225378806872,0,-0.0679228900756909,0,0,0,0
91,2,-0.00365225378806872,1,0.0600203631500083,0,-0.0679228900756909,0,0
91,3,-0.00365225378806872,0,-0.297500115797825,1,0.0600203631500083,1,-0.125996568951068
92,1,-0.225420161570031,0,-0.281377783519029,0,0,0,0
92,2,-0.225420161570031,1,-0.0992663402922419,0,-0.281377783519029,0,0
92,3,-0.225420161570031,0,-0.416155309780537,1,-0.0992663402922419,0,-0.0959656783081085
93,1,-0.0427695208786281,0,-0.466647361953702,0,0,0,0
93,2,-0.0427695208786281,1,-0.177498593273728,0,-0.466647361953702,0,0
93,3,-0.0427695208786281,0,-0.433611959223558,1,-0.177498593273728,1,0.357687758462067
94,1,2.65757787829532,1,1.76230890557197,0,0,0,0
94,2,2.65757787829532,1,1.12735162575899,1,1.76230890557197,0,0
94,3,2.65757787829532,1,0.662104297128791,1,1.12735162575899,1,0.881291645623343
95,1,-1.16987439811828,0,-1.38398172169228,0,0,0,0
95,2,-1.16987439811828,0,-0.889889302280446,0,-1.38398172169228,0,0
95,3,-1.16987439811828,1,-0.603221531990804,0,-0.889889302280446,0,-0.540070508473074
96,1,-1.28144194938857,0,-0.796689621509699,0,0,0,0
96,2,-1.28144194938857,1,-0.567110692377797,0,-0.796689621509699,0,0
96,3,-1.28144194938857,0,-0.821312753722189,1,-0.567110692377797,0,0.0922820175343217
97,1,3.38973419472986,1,3.32114360712219,0,0,0,0
97,2,3.38973419472986,1,2.14862076328765,1,3.32114360712219,0,0
97,3,3.38973419472986,1,1.32630420707039,1,2.14862076328765,0,1.68106416624069
98,1,0.95965381027274,1,0.1272944232445,0,0,0,0
98,2,0.95965381027274,0,-0.0926246248745517,1,0.1272944232445,0,0
98,3,0.95965381027274,1,0.13340798975718,0,-0.0926246248745517,0,-0.590126200183075
99,1,0.242434404087644,0,0.54649249829292,0,0,0,0
99,2,0.242434404087644,0,0.455755153663916,0,0.54649249829292,0,0
99,3,0.242434404087644,1,0.334606151087424,0,0.455755153663916,0,0.406112529367446
100,1,1.43301419454439,0,0.578160918339929,0,0,0,0
100,2,1.43301419454439,0,0.664615603764262,0,0.578160918339929,0,0
100,3,1.43301419454439,1,0.616160569306559,0,0.664615603764262,1,1.17637739632441
101,1,1.06210613905381,0,0.772320056703928,0,0,0,0
101,2,1.06210613905381,1,0.717882615136889,0,0.772320056703928,0,0
101,3,1.06210613905381,1,0.213530297792823,1,0.717882615136889,0,0.0277023667311385
102,1,0.405136221007402,1,-0.0409998738268147,0,0,0,0
102,2,0.405136221007402,1,-0.278958131458368,1,-0.0409998738268147,0,0
102,3,0.405136221007402,0,-0.426707901361066,1,-0.278958131458368,1,0.0224145689179708
103,1,0.781816442116338,1,0.633795967818576,0,0,0,0
103,2,0.781816442116338,1,0.172692292073388,1,0.633795967818576,0,0
103,3,0.781816442116338,1,-0.125564937463349,1,0.172692292073388,0,0.549022414031722
104,1,-0.73029277861289,0,-0.314897115666675,0,0,0,0
104,2,-0.73029277861289,0,-0.199487171664734,0,-0.314897115666675,0,0
104,3,-0.73029277861289,0,-0.161958933421408,0,-0.199487171664734,0,-0.796549216956082
105,1,-1.31607341662121,1,-0.59056864856511,0,0,0,0
105,2,-1.31607341662121,0,-0.873101562827157,1,-0.59056864856511,0,0
105,3,-1.31607341662121,0,-0.614456137881906,0,-0.873101562827157,1,0.293940373498843
106,1,0.83515370317189,0,1.3053127509054,0,0,0,0
106,2,0.83515370317189,0,0.990705988032635,0,1.3053127509054,0,0
106,3,0.83515370317189,0,0.711809811862014,0,0.990705988032635,0,0.154203194850921
107,1,-1.51972843306642,1,-1.19986148297051,0,0,0,0
107,2,-1.51972843306642,1,-1.25907620941352,1,-1.19986148297051,0,0
107,3,-1.51972843306642,0,-1.23525389580674,1,-1.25907620941352,1,-0.566490934937808
108,1,1.69708830308784,1,0.761689586515012,0,0,0,0
108,2,1.69708830308784,0,0.393314088672761,1,0.761689586515012,0,0
108,3,1.69708830308784,0,0.503915111202316,0,0.393314088672761,1,0.802112561324
109,1,0.594545602232162,1,0.599395372235965,0,0,0,0
109,2,0.594545602232162,0,0.122776612254006,1,0.599395372235965,0,0
109,3,0.594545602232162,1,0.200763521052206,0,0.122776612254006,0,0.294779389338647
110,1,-1.06178449665818,0,-1.22916135110396,0,0,0,0
110,2,-1.06178449665818,0,-0.782799103105605,0,-1.22916135110396,0,0
110,3,-1.06178449665818,0,-0.529189336240228,0,-0.782799103105605,0,-0.132194598183754
111,1,0.0589372458818805,1,-0.124534890247472,0,0,0,0
111,2,0.0589372458818805,1,-0.382800277002433,1,-0.124534890247472,0,0
111,3,0.0589372458818805,0,-0.532288937927875,1,-0.382800277002433,0,-0.0428329787043582
112,1,0.196263201643316,1,0.391425852539186,0,0,0,0
112,2,0.196263201643316,0,-0.0615708932643412,1,0.391425852539186,0,0
112,3,0.196263201643316,1,0.0436128569346766,0,-0.0615708932643412,0,-0.70192536243189
113,1,-0.596640645383162,1,-0.0388672050136024,0,0,0,0
113,2,-0.596640645383162,1,-0.438005482169195,1,-0.0388672050136024,0,0
113,3,-0.596640645383162,0,-0.6544327055467,1,-0.438005482169195,1,-0.711469932759588
114,1,-0.201197952163845,0,-0.450689234408806,0,0,0,0
114,2,-0.201197952163845,1,-0.193591428303323,0,-0.450689234408806,0,0
114,3,-0.201197952163845,0,-0.464642998869766,1,-0.193591428303323,0,-0.189468457746037
115,1,0.952331839034709,1,-0.55227252475646,0,0,0,0
115,2,0.952331839034709,0,-0.487944970113193,1,-0.55227252475646,0,0
115,3,0.952331839034709,0,-0.0850432760973971,0,-0.487944970113193,0,0.586852700725829
116,1,-0.750835677628118,0,-0.134553951353528,0,0,0,0
116,2,-0.750835677628118,0,-0.0981750002055453,0,-0.134553951353528,0,0
116,3,-0.750835677628118,0,-0.109113244980986,0,-0.0981750002055453,0,-0.438840682139204
117,1,0.69544984437036,0,-0.0749742009958139,0,0,0,0
117,2,0.69544984437036,1,0.167786938521685,0,-0.0749742009958139,0,0
117,3,0.69544984437036,1,-0.140354205601223,1,0.167786938521685,0,-0.401651752093102
118,1,-0.46991625592664,0,0.223223319463238,0,0,0,0
118,2,-0.46991625592664,1,0.154282924340416,0,0.223223319463238,0,0
118,3,-0.46991625592664,1,-0.310932667442501,1,0.154282924340416,0,-0.94443721934264
119,1,0.915190599494392,1,1.37308547098509,0,0,0,0
119,2,0.915190599494392,1,0.622820069090454,1,1.37308547098509,0,0
119,3,0.915190599494392,1,0.140677721928965,1,0.622820069090454,1,0.693118904657287
120,1,-0.0807589416763656,0,-0.350968702022028,0,0,0,0
120,2,-0.0807589416763656,0,-0.116483277840995,0,-0.350968702022028,0,0
120,3,-0.0807589416763656,1,-0.0253720546472383,0,-0.116483277840995,0,0.10458430892048
121,1,0.671520583034129,1,-0.390922134211913,0,0,0,0
121,2,0.671520583034129,0,-0.439291544557449,1,-0.390922134211913,0,0
121,3,0.671520583034129,1,-0.0975974678818186,0,-0.439291544557449,1,0.677207119534129
122,1,-0.370864959576926,0,0.800170949414769,0,0,0,0
122,2,-0.370864959576926,0,0.504760757128258,0,0.800170949414769,0,0
122,3,-0.370864959576926,0,0.275697322079772,0,0.504760757128258,1,1.13140310062558
123,1,0.947973833524395,0,0.165874595075892,0,0,0,0
123,2,0.947973833524395,0,0.347883078507921,0,0.165874595075892,0,0
