case_id,era,year,code,case_kind,expected_score,expected_mi,expected_chf,expected_pvd,expected_cevd,expected_copd,expected_pulm,expected_rheum,expected_dem,expected_plegia,expected_diab,expected_diabcomp,expected_renal,expected_livmild,expected_livsev,expected_pud,expected_cancer,expected_mets,expected_aids
48,7,1968,186,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,7,1968,187,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,7,1968,188,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,7,1968,189,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,7,1968,190,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,7,1968,192,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,7,1968,193,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,7,1968,194,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,7,1968,195,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,7,1968,196,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,7,1968,197,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,7,1968,198,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,7,1968,199,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,7,1968,200,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,7,1968,201,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,7,1968,202,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,7,1968,203,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,7,1968,204,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,7,1968,241,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,7,1968,26009,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68,7,1968,2602,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,7,1968,26021,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,7,1968,26029,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,7,1968,2603,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,7,1968,2604,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
73,7,1968,26049,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,7,1968,26099,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,7,1968,304,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,7,1968,305,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,7,1968,330,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,7,1968,331,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,7,1968,332,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,7,1968,333,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,7,1968,334,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,7,1968,351,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
83,7,1968,352,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,7,1968,35700,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85,7,1968,4201,authoritative_prefix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,7,1968,42221,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,7,1968,42222,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,7,1968,4341,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,7,1968,4342,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,7,1968,4501,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,7,1968,451,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,7,1968,453,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,7,1968,4560,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,7,1968,4561,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,7,1968,4562,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,7,1968,4563,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,7,1968,4621,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
98,7,1968,501,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,7,1968,502,authoritative_prefix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,7,1968,523,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,7,1968,524,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,7,1968,525,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,7,1968,526,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,7,1968,5271,authoritative_prefix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,7,1968,540,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,7,1968,541,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,7,1968,542,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,7,1968,581,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,7,1968,592,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110,7,1968,593,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,7,1968,72200,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,7,1968,72201,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,7,1968,72210,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114,7,1968,72220,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,7,1968,72223,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,7,1968,792,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,8,1986,070,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118,8,1986,140,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,8,1986,141,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,8,1986,142,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,8,1986,143,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,8,1986,144,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
123,8,1986,145,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
124,8,1986,146,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125,8,1986,147,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,8,1986,148,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,8,1986,149,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,8,1986,150,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,8,1986,151,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,8,1986,152,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,8,1986,153,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,8,1986,154,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,8,1986,155,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,8,1986,156,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,8,1986,157,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
136,8,1986,158,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,8,1986,159,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
138,8,1986,160,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,8,1986,161,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,8,1986,162,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,8,1986,163,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
142,8,1986,164,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,8,1986,165,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,8,1986,166,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,8,1986,167,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,8,1986,168,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,8,1986,169,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,8,1986,170,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,8,1986,171,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,8,1986,172,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
151,8,1986,174,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,8,1986,180,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,8,1986,181,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,8,1986,182,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,8,1986,183,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,8,1986,184,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,8,1986,185,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,8,1986,186,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,8,1986,187,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
160,8,1986,188,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,8,1986,189,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,8,1986,190,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,8,1986,191,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,8,1986,192,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
165,8,1986,193,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,8,1986,194,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,8,1986,195,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,8,1986,196,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,8,1986,197,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,8,1986,198,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,8,1986,199,authoritative_prefix,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,8,1986,200,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,8,1986,201,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,8,1986,202,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,8,1986,203,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,8,1986,204,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177,8,1986,205,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,8,1986,206,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,8,1986,207,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,8,1986,209,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,8,1986,25000,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
182,8,1986,25001,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,8,1986,25002,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,8,1986,25003,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185,8,1986,25004,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,8,1986,25005,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,8,1986,25007,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,8,1986,25008,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,8,1986,290,authoritative_prefix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190,8,1986,343,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
191,8,1986,344,authoritative_prefix,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
192,8,1986,40399,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
193,8,1986,40499,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
194,8,1986,410,authoritative_prefix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,8,1986,411,authoritative_prefix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,8,1986,41201,authoritative_prefix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,8,1986,41291,authoritative_prefix,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,8,1986,42508,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,8,1986,42509,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,8,1986,4270,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,8,1986,4271,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,8,1986,428,authoritative_prefix,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,8,1986,430,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,8,1986,431,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,8,1986,432,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,8,1986,433,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,8,1986,434,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,8,1986,435,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,8,1986,436,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,8,1986,437,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,8,1986,438,authoritative_prefix,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,8,1986,440,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,8,1986,441,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,8,1986,4431,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,8,1986,4439,authoritative_prefix,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,8,1986,446,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217,8,1986,4560,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
218,8,1986,490,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,8,1986,491,authoritative_prefix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,8,1986,492,authoritative_prefix,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
221,8,1986,493,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,8,1986,515,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223,8,1986,516,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,8,1986,517,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
225,8,1986,518,authoritative_prefix,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
226,8,1986,531,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,8,1986,532,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,8,1986,533,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,8,1986,534,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,8,1986,571,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231,8,1986,5719,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
232,8,1986,573,authoritative_prefix,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,8,1986,57302,authoritative_prefix,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234,8,1986,582,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235,8,1986,583,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236,8,1986,584,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
237,8,1986,59300,authoritative_prefix,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
238,8,1986,696,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239,8,1986,7120,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,8,1986,7121,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
241,8,1986,7122,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,8,1986,7123,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243,8,1986,7125,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
244,8,1986,716,authoritative_prefix,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
