"dataset","config","metric","value_r","value_stata","abs_diff","rel_diff","tolerance","status"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","pred_diff_t9",-0.120169371469569,-0.120168392158784,9.79310784798848e-07,8.14948729200635e-06,0.02,"PASS"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","se",0.174908000049934,0.174903973719504,4.02633043039557e-06,2.30202341591888e-05,0.05,"PASS"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","w_ess",347124.846282227,347124.846282145,8.18399712443352e-08,2.35765235824736e-13,50,"PASS"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","w_max",1.04837479863119,1.04837479851904,1.12152953590794e-10,1.06977918344875e-10,0.5,"PASS"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","w_mean",1.0047931243262,1.00479312431724,8.95594709504621e-12,8.9132249000328e-12,0.02,"PASS"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","w_min",0.959684931302715,0.959684931258181,4.45344872090914e-11,4.64053209116299e-11,0.05,"PASS"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","w_n_truncated",6931,6931,0,0,5,"PASS"
"ccw_simulated","3B_PP_logistic_quad_strat_trunc_mfu12","w_sd",0.0206176595119407,0.0206176595175387,5.59799775978753e-12,2.71514705877528e-10,0.05,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","coef",-1.02725189830716,-1.02723821109741,1.36872097518115e-05,1.33242801951354e-05,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","or_hr",0.357989401307081,0.35799430121664,4.89990955937492e-06,1.36871160873864e-05,0.05,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm0_t0",0.0204903905936272,0.0204903966977563,6.10412910148628e-09,2.9790194848471e-07,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm0_t12",0.255129872190266,0.255129946650086,7.4459819698891e-08,2.91850567432657e-07,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm0_t3",0.0812367305718276,0.0812367547089917,2.41371641007682e-08,2.97121225327537e-07,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm0_t6",0.140728028670485,0.140728070307572,4.16370866951343e-08,2.95869094233534e-07,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm0_t9",0.198757126798071,0.198757185256573,5.84585024832052e-08,2.94120197001893e-07,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm1_t0",0.00746430961888089,0.007464413018336,1.03399455110044e-07,1.38523223267587e-05,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm1_t12",0.103895124821249,0.103896471547971,1.34672672209846e-06,1.29621988315228e-05,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm1_t3",0.0303967340162574,0.0303971487784365,4.14762179101746e-07,1.3644772479318e-05,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm1_t6",0.0541268534782178,0.0541275802671454,7.26788927596367e-07,1.34273308359494e-05,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_arm1_t9",0.0786349470273275,0.0786359850100453,1.03798271780531e-06,1.3199843782369e-05,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_diff_t0",-0.0130260809747463,-0.0130259836794203,9.72953260007514e-08,7.46932657028182e-06,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_diff_t12",-0.151234747369016,-0.151233475102115,1.27226690138649e-06,8.41260111577439e-06,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_diff_t3",-0.0508399965555701,-0.0508396059305552,3.90625014903834e-07,7.68347841715003e-06,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_diff_t6",-0.0866011751922667,-0.0866004900404263,6.85151840401632e-07,7.9116392999831e-06,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","pred_diff_t9",-0.120122179770743,-0.120121200246528,9.79524214808625e-07,8.1544657628988e-06,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","se",0.174930242275779,0.174926496301791,3.74597398780652e-06,2.14145602124437e-05,0.05,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","w_ess",347124.846282025,347124.846282145,1.2019881978631e-07,3.46269709799488e-13,50,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","w_max",1.04837479863274,1.04837479851904,1.13703046977776e-10,1.08456486304703e-10,0.5,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","w_mean",1.00479312428443,1.00479312431724,3.2814195805031e-11,3.26576635636596e-11,0.02,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","w_min",0.959684931291283,0.959684931258181,3.31024097022237e-11,3.44929972577826e-11,0.05,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","w_n_truncated",6931,6931,0,0,5,"PASS"
"ccw_simulated","3C_PP_logistic_linear_pooled_trunc_mfu12","w_sd",0.0206176595253604,0.0206176595175387,7.82170161972573e-12,3.7936903619308e-10,0.05,"PASS"
"ccw_simulated","3D_PP_cox_quad_strat_trunc_mfu12","coef",-1.01637046790124,-1.00608203120143,0.0102884366998079,0.0102262403867027,0.02,"PASS"
"ccw_simulated","3D_PP_cox_quad_strat_trunc_mfu12","or_hr",0.361906109108566,0.365648777291752,0.00374266818318647,0.0102356917775228,0.05,"PASS"
"ccw_simulated","3D_PP_cox_quad_strat_trunc_mfu12","se",0.173715173632928,0.17253138700542,0.00118378662750768,0.00686128273848796,0.05,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","coef",-1.02719122977769,-1.02717755325218,1.36765255098759e-05,1.33146654797646e-05,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","or_hr",0.358011120656458,0.358016017038167,4.89638170897422e-06,1.36764319917347e-05,0.05,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm0_t0",0.0204442313852997,0.0204442375302822,6.1449825020099e-09,3.0057283833197e-07,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm0_t12",0.255107877475263,0.255107951927909,7.44526455487282e-08,2.91847607987414e-07,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm0_t3",0.0811914990347499,0.0811915232272687,2.41925188076975e-08,2.97968529793172e-07,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm0_t6",0.140774356091472,0.140774397718202,4.16267304792495e-08,2.95698160702321e-07,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm0_t9",0.198849201871468,0.198849260270523,5.83990550917513e-08,2.93685050737944e-07,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm1_t0",0.0074476488984313,0.0074477520107434,1.03112312100154e-07,1.38447563709713e-05,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm1_t12",0.103890598283671,0.10389194393121,1.34564753899447e-06,1.29523761715871e-05,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm1_t3",0.0303808490419303,0.0303812633031831,4.14261252797837e-07,1.36354189311948e-05,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm1_t6",0.0541492010135025,0.0541499275251507,7.26511648202477e-07,1.34166688933247e-05,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_arm1_t9",0.0786798304018986,0.0786808681117389,1.03770984029306e-06,1.31888458426685e-05,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_diff_t0",-0.0129965824868684,-0.0129964855195388,9.69673295998785e-08,7.46104240674132e-06,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_diff_t12",-0.151217279191592,-0.151216007996698,1.27119489351513e-06,8.40648361476968e-06,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_diff_t3",-0.0508106499928196,-0.0508102599240856,3.90068733993609e-07,7.67696789145345e-06,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_diff_t6",-0.08662515507797,-0.0866244701930518,6.84884918195072e-07,7.9063677580796e-06,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","pred_diff_t9",-0.120169371469569,-0.120168392158784,9.79310784798848e-07,8.14948729200635e-06,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","se",0.174908000049934,0.174903973719504,4.02633043039557e-06,2.30202341591888e-05,0.05,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","w_ess",347124.846282227,347124.846282145,8.18399712443352e-08,2.35765235824736e-13,50,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","w_max",1.04837479863119,1.04837479851904,1.12152953590794e-10,1.06977918344875e-10,0.5,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","w_mean",1.0047931243262,1.00479312431724,8.95594709504621e-12,8.9132249000328e-12,0.02,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","w_min",0.959684931302715,0.959684931258181,4.45344872090914e-11,4.64053209116299e-11,0.05,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","w_n_truncated",6931,6931,0,0,5,"PASS"
"ccw_simulated","3E_AT_logistic_quad_strat_trunc_mfu12","w_sd",0.0206176595119407,0.0206176595175387,5.59799775978753e-12,2.71514705877528e-10,0.05,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","coef",-0.22943751299666,-0.229437512690281,3.06379394077183e-10,1.33535005014968e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","n_expanded",211042,211042,0,0,0,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","or_hr",0.794980643043919,0.794980643287485,2.43566056212785e-10,3.0637985750894e-10,0.05,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t0",0.00167061889772691,0.001670618946647,4.89200899841252e-11,2.92826141367006e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t1",0.00428126410607466,0.0042812642044344,9.83597396239655e-11,2.29744614971642e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t2",0.00797689552213687,0.0079768956600395,1.37902630287234e-10,1.72877565614982e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t3",0.0127164808415411,0.0127164810011764,1.596352997707e-10,1.25534178642607e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t4",0.0182260819139292,0.0182260820768663,1.62937097841764e-10,8.93977636853586e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t5",0.024036252190622,0.0240362523461927,1.55570702153884e-10,6.47233603280615e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t6",0.0295999092880784,0.0295999094378959,1.49817502154148e-10,5.061417585364e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t7",0.0344415353148058,0.0344415354708408,1.56034997422783e-10,4.53043092561556e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm0_t8",0.0382723997081179,0.0382723998859158,1.77797894462817e-10,4.64559042528833e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t0",0.00132892425987219,0.0013289242992215,3.9349310051659e-11,2.96098958192805e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t1",0.00340758115232376,0.0034075812317641,7.94403397230692e-11,2.33128234721328e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t2",0.00635403538673329,0.0063540354987845,1.12051209456843e-10,1.76346527302653e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t3",0.0101391548051569,0.0101391549360024,1.30845499365928e-10,1.29049708966689e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t4",0.0145476811984331,0.0145476813336148,1.35181700902653e-10,9.29231936021956e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t5",0.0192060081890177,0.0192060083200813,1.31063597474945e-10,6.8240935487833e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t6",0.0236751435282231,0.0236751436563744,1.28151298600665e-10,5.41290479418743e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t7",0.027570652360013,0.0275706524946638,1.34650800925895e-10,4.88384527540494e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_arm1_t8",0.0306568842659509,0.0306568844193402,1.53389301260631e-10,5.0034210640095e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t0",-0.000341694637854717,-0.0003416946474255,9.57078302244244e-12,2.80097540144499e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t1",-0.000873682953750898,-0.0008736829726703,1.89194019608804e-11,2.16547678651167e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t2",-0.00162286013540358,-0.001622860161255,2.58514201798704e-11,1.59295426661277e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t3",-0.00257732603638416,-0.002577326065174,2.87898398697306e-11,1.11704297949538e-08,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t4",-0.00367840071549608,-0.0036784007432515,2.77554199241969e-11,7.54551280882537e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t5",-0.00483024400160426,-0.0048302440261114,2.45071402407704e-11,5.07368574098728e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t6",-0.00592476575985534,-0.0059247657815215,2.16661593180345e-11,3.65688030835044e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t7",-0.00687088295479277,-0.006870882976177,2.13842303239953e-11,3.11229726923592e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","pred_diff_t8",-0.00761551544216699,-0.0076155154665756,2.44086096820584e-11,3.20511589651252e-09,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","se",0.333219639109476,0.333210693437395,8.94567208137298e-06,2.68468937448844e-05,0.05,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","w_ess",211034.55807071,211034.558070613,9.65956132858992e-08,4.57724147973801e-13,50,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","w_max",1.02823173809267,1.02823173842076,3.28093996415646e-10,3.19085653706389e-10,0.5,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","w_mean",1.00117659328729,1.00117659328951,2.21600515715181e-12,2.21340088452409e-12,0.02,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","w_min",0.969867339121643,0.969867338892303,2.29340102464448e-10,2.36465435289717e-10,0.05,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","w_n_truncated",4215,4215,0,0,5,"PASS"
"grace_test","6A_PP_logistic_quad_grace0","w_sd",0.00594535369764069,0.0059453537362008,3.85601108335298e-11,6.48575552346706e-09,0.05,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","coef",-0.379767645506134,-0.379766856382485,7.89123648925472e-07,2.0779160573473e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","n_expanded",235799,235799,0,0,0,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","or_hr",0.684020325945762,0.68402086572259,5.39776828012428e-07,7.89123336818411e-07,0.05,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t0",0.00126609056451654,0.0012660935249239,2.96040736000834e-09,2.33822170458243e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t1",0.00349153442527705,0.00349154059821,6.17293295038929e-09,1.76796825835391e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t2",0.0069481975203366,0.0069482062285938,8.70825720040991e-09,1.25331012262892e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t3",0.0116923097946292,0.0116923194970878,9.702458598701e-09,8.29814700249817e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t4",0.0174484978019537,0.0174485067691045,8.96715079967692e-09,5.1392081387473e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t5",0.0236294206526362,0.0236294278910452,7.23840900065942e-09,3.0633026893565e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t6",0.0295105560609094,0.0295105618382318,5.77732240172879e-09,1.95771345642227e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t7",0.0344744540733561,0.0344744596732411,5.59988500015152e-09,1.62435758333237e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm0_t8",0.0381930822796813,0.0381930892106871,6.93100579707284e-09,1.81472772700812e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t0",0.000866659034972961,0.0008666617457874,2.710814438916e-09,3.12788057404461e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t1",0.00239193437283436,0.0023919404895578,6.1167234402526e-09,2.55722224986601e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t2",0.00476565553532815,0.0047656652627568,9.7274286507687e-09,2.04114811142687e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t3",0.00803202051593599,0.0080320334880684,1.29721324116511e-08,1.61504959247508e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t4",0.0120076201734237,0.0120076357309872,1.55575634996213e-08,1.2956391956056e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t5",0.016290718962808,0.0162907366264899,1.76636819025633e-08,1.08427766696816e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t6",0.0203787834804081,0.0203788032566351,1.97762269997515e-08,9.70431224577064e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t7",0.0238382686270203,0.0238382909104911,2.22834708012154e-08,9.34776359802227e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_arm1_t8",0.026434931458754,0.0264349566392612,2.51805072001843e-08,9.52545810602397e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t0",-0.000399431529543581,-0.0003994317791365,2.49592919032357e-10,6.24869957948594e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t1",-0.0010996000524427,-0.0010996001086522,5.6209499945184e-11,5.11181287659938e-08,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t2",-0.00218254198500845,-0.002182540965837,1.01917144992511e-09,4.66965553397647e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t3",-0.00366028927869322,-0.0036602860090194,3.26967382032264e-09,8.93283697576026e-07,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t4",-0.00544087762852996,-0.0054408710381173,6.59041266004579e-09,1.21127896873039e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t5",-0.0073387016898282,-0.0073386912645553,1.04252729001691e-08,1.42059020121497e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t6",-0.00913177258050124,-0.0091317585815967,1.39989045407768e-08,1.5329910899078e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t7",-0.0106361854463358,-0.01063616876275,1.66835857993292e-08,1.56857099313415e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","pred_diff_t8",-0.0117581508209273,-0.0117581325714259,1.8249501399642e-08,1.55207481194685e-06,0.02,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","se",0.290487054023549,0.290481650921734,5.40310181479375e-06,1.86004926564175e-05,0.05,"PASS"
"grace_test","6B_PP_logistic_quad_grace1","w_ess",235793.677663344,235793.677632528,3.0815601348877e-05,1.30688836351674e-10,50,"PASS"
