id,period,V,L,treatment,outcome,lag_treatment
38,2,0,-.3877406534560085,0,0,0
38,3,0,.329363851978594,0,0,0
38,4,0,-.0397688071875677,0,0,0
38,5,0,.0263452990425322,0,0,0
38,6,0,.1513231248757728,1,0,0
38,7,0,1.186474378148513,1,0,1
39,0,0,.4032138330450366,1,0,
39,1,0,.6263893901704345,0,0,1
39,2,0,.2106010271466865,0,0,0
39,3,0,-.2745979119849496,0,0,0
39,4,0,.1566663233275813,0,0,0
39,5,0,.123655318427937,1,0,0
39,6,0,1.217534360747778,1,0,1
39,7,0,1.358427210235623,1,0,1
40,0,1,-.4284126889775753,0,0,
40,1,1,-.7076355142880237,1,0,0
40,2,1,.592135427315319,0,0,1
40,3,1,.2601585133162392,1,0,0
40,4,1,.8819739530745868,0,0,1
40,5,1,.4576142145760867,1,0,0
40,6,1,.512037034234621,1,0,1
40,7,1,.8531049255925814,0,0,1
41,0,1,-.3045344945938951,1,0,
41,1,1,1.029366432573678,1,0,1
41,2,1,1.33486100840781,0,0,1
41,3,1,-.4057534607789399,0,0,0
41,4,1,-.110021823319874,1,0,0
41,5,1,.1977648013265975,0,0,1
41,6,1,-.499913665380014,0,0,0
41,7,1,-.0847665871302959,1,0,0
42,0,0,.2477274282934891,0,0,
42,1,0,-.729087679277554,0,0,0
42,2,0,-.8301977446763306,0,0,0
42,3,0,.0409416734511037,0,0,0
42,4,0,-.6773456357108524,0,0,0
42,5,0,.0189403986352673,0,0,0
42,6,0,-.4418948603597518,0,0,0
42,7,0,-.3616013991855516,0,0,0
43,0,1,.8594193764919034,0,0,
43,1,1,1.303296612009005,0,0,0
43,2,1,1.66271628512885,1,0,0
43,3,1,1.952534859080704,1,0,1
43,4,1,2.525684808821872,1,0,1
43,5,1,1.585469634812275,1,0,1
43,6,1,2.407140664568203,1,0,1
43,7,1,1.180132930233561,1,0,1
44,0,0,-.0539637707104925,0,0,
44,1,0,-.0975744203792101,0,0,0
44,2,0,-.6983406178225597,0,0,0
44,3,0,-.33219830455464,1,0,0
44,4,0,.3713128794149728,0,0,1
44,5,0,-.1189760521051673,0,0,0
44,6,0,-.0774909441333638,0,0,0
44,7,0,-.5491862554934517,0,0,0
45,0,0,.515919750266033,0,0,
45,1,0,-.4338709888991737,1,0,0
45,2,0,.8651733237911389,0,0,1
45,3,0,1.809435705959802,1,0,0
45,4,0,1.667887263649942,1,0,1
45,5,0,1.041855183611043,0,0,1
45,6,0,.4093552711106848,1,0,0
45,7,0,.9406039462818987,0,0,1
46,0,1,-.0291149286467379,0,0,
46,1,1,.3577447228353256,1,0,0
46,2,1,1.01863860798901,0,0,1
46,3,1,.9811440607697169,1,0,0
46,4,1,1.645658424723131,1,0,1
46,5,1,.0067823617474398,0,0,1
46,6,1,-.5915732973607343,0,0,0
46,7,1,-.3449883449843395,0,0,0
47,0,0,1.346721970479498,0,0,
47,1,0,.3455931254005535,0,0,0
47,2,0,.9093803057176575,0,0,0
47,3,0,1.003127135288671,0,0,0
47,4,0,.3347601322171344,0,0,0
47,5,0,-.2208898162283504,1,0,0
47,6,0,.8908317686493186,1,0,1
47,7,0,1.093557710570938,1,0,1
48,0,1,-.5377683840567389,0,0,
48,1,1,-.3225682750689217,1,0,0
48,2,1,1.489565488839095,1,0,1
48,3,1,1.676695569822776,1,0,1
48,4,1,1.250084493055113,1,0,1
48,5,1,.9325477645591189,1,0,1
48,6,1,1.342025752655357,1,0,1
48,7,1,1.790113828202363,0,0,1
49,0,1,.5886113443708402,0,0,
49,1,1,.3901298894987451,1,0,0
49,2,1,.6568444288829395,0,0,1
49,3,1,-.025426180818452,1,0,0
49,4,1,.9938990906621907,0,0,1
49,5,1,.8720443693708293,1,0,0
49,6,1,2.165738469322747,0,1,1
49,7,1,.3474538694088504,1,0,0
50,0,1,-.5095619043500083,0,0,
50,1,1,.1987861600810005,0,0,0
50,2,1,-.7211763826986161,0,0,0
50,3,1,-1.185040585608926,0,0,0
50,4,1,-1.090872858774502,1,0,0
50,5,1,.005060648104698,1,0,1
50,6,1,.3058744356507389,1,0,1
50,7,1,1.560246661631727,0,0,1
51,0,0,1.498762168535154,0,0,
51,1,0,.3985492097079115,1,0,0
51,2,0,1.082410118532055,1,0,1
51,3,0,1.741865615813784,1,0,1
51,4,0,2.319887188537571,1,0,1
51,5,0,1.344225469254058,1,0,1
51,6,0,1.208094831443193,0,1,1
51,7,0,.5742618195132601,0,0,0
52,0,0,.5096918838945402,0,0,
52,1,0,.4395707808234368,0,0,0
52,2,0,.3965626510810533,1,0,0
52,3,0,.9916106900314342,0,0,1
52,4,0,-.5765081326649515,0,0,0
52,5,0,-.4070512678788157,0,0,0
52,6,0,-.2221488595965625,0,0,0
52,7,0,.4905347056109919,1,0,0
53,0,1,.3063082069289083,0,0,
53,1,1,-.6263259995766819,0,0,0
53,2,1,.6181869784310716,1,0,0
53,3,1,1.290850619277553,1,1,1
53,4,1,1.233818815447196,0,0,1
53,5,1,.6336810996525064,0,0,0
53,6,1,.782169572429835,1,0,0
53,7,1,1.799780349762502,0,0,1
54,0,0,-1.878500442771464,0,0,
54,1,0,-1.012747424535985,1,0,0
54,2,0,.498440599487645,0,0,1
54,3,0,.6210771352742326,0,0,0
54,4,0,-.7287390835831237,0,0,0
54,5,0,.1328458457805949,0,0,0
54,6,0,-.8562852197371087,0,0,0
54,7,0,.1270657769267881,0,0,0
55,0,0,.5184015669902022,0,0,
55,1,0,-.0851322279547323,0,0,0
55,2,0,-.7138295831422863,0,0,0
55,3,0,-.7513810577558162,1,0,0
55,4,0,-.3033335666367398,0,0,1
55,5,0,.3028419962506441,0,0,0
55,6,0,.3103743066739502,0,0,0
55,7,0,-.5707136313609283,1,0,0
56,0,1,1.386747938436327,1,0,
56,1,1,.9439561280208077,1,0,1
56,2,1,.8152535493325488,0,0,1
56,3,1,.7340566748369088,0,0,0
56,4,1,.8796010655098943,1,0,0
56,5,1,2.12255655098578,0,0,1
56,6,1,.3416396969982209,0,0,0
56,7,1,-.5827900424987381,1,0,0
57,0,0,-.3189907028112059,0,0,
57,1,0,.2371939657909712,0,0,0
57,2,0,-.1453130773767861,0,0,0
57,3,0,-.4414846263727538,1,0,0
57,4,0,.4574829708338218,0,0,1
57,5,0,.1511668007914828,0,0,0
57,6,0,-.4814704820841834,1,0,0
57,7,0,1.20005308569104,1,0,1
58,0,0,-1.748295929001282,0,0,
58,1,0,-.6152568311057833,0,0,0
58,2,0,-.0179173906063954,0,0,0
58,3,0,.7872178058023882,0,0,0
58,4,0,-1.146031670982881,0,0,0
58,5,0,-.7781681564584556,0,0,0
58,6,0,.0176112841980594,0,0,0
58,7,0,-.2399232549013763,0,0,0
59,0,1,.7012623747175201,0,0,
59,1,1,.0394357017312469,0,0,0
59,2,1,.2796423090604214,1,0,0
59,3,1,1.296244245917191,0,0,1
59,4,1,.4720031598971735,0,0,0
59,5,1,.7941569594602764,0,0,0
59,6,1,-.144601202228915,0,0,0
59,7,1,.7543547433818427,1,0,0
60,0,1,-1.108941161972477,0,0,
60,1,1,.3727065913313218,0,0,0
60,2,1,-.2164587225576879,0,0,0
60,3,1,.0813650772713052,0,0,0
60,4,1,-.160499816471333,0,0,0
60,5,1,.4012827337606745,0,0,0
60,6,1,.7019590564387306,0,0,0
60,7,1,.4870983266518399,0,0,0
61,0,0,.1916136536229883,1,0,
61,1,0,.9031731743559925,1,0,1
61,2,0,.7027887387514444,1,0,1
61,3,0,1.488436443514141,1,0,1
61,4,0,.7990256393371565,1,0,1
61,5,0,1.050437596970038,0,0,1
61,6,0,.1743179322168972,1,0,0
61,7,0,.7229202262779238,1,0,1
62,0,1,-.0671277902048511,0,0,
62,1,1,-.5269633235702416,0,0,0
62,2,1,-1.236919147489832,0,0,0
62,3,1,-.7693978830338409,0,0,0
62,4,1,-.6186239614669468,0,0,0
62,5,1,-.3754212075758697,0,1,0
62,6,1,-.9965543830976632,1,0,0
62,7,1,-.0511467372630007,0,0,1
63,0,1,.1258323556660092,1,0,
63,1,1,.4635063812976454,0,0,1
63,2,1,.2263075567209895,0,0,0
63,3,1,.475396739896313,0,0,0
63,4,1,-.0358706652154856,0,0,0
63,5,1,.2978503457825346,1,0,0
63,6,1,.8531394664057814,0,0,1
63,7,1,.4058938831187441,0,0,0
64,0,0,-1.21868242340107,0,0,
64,1,0,-1.456135378595619,0,0,0
64,2,0,-1.178576196515426,0,0,0
64,3,0,-.7253629965484023,0,0,0
64,4,0,-.4029003556723752,0,0,0
64,5,0,-.339005256808984,1,0,0
64,6,0,.0970484600377728,1,0,1
64,7,0,.1125260358477871,0,0,1
65,0,0,.5651347201722647,0,0,
65,1,0,.5254897468785901,0,0,0
65,2,0,.0837921959264501,0,0,0
65,3,0,.4590591542081478,0,0,0
65,4,0,.7144167577318621,1,0,0
65,5,0,2.061574109714625,0,0,1
65,6,0,1.627948304369454,0,0,0
65,7,0,.9576840310550231,1,0,0
66,0,1,-.4471249509331096,1,0,
66,1,1,.9561386407524943,0,0,1
66,2,1,.2422789162938688,0,0,0
66,3,1,.7091287815491005,1,0,0
66,4,1,1.722536269777097,0,0,1
66,5,1,.9198192830431591,0,0,0
66,6,1,-.6782729075127978,0,0,0
66,7,1,1.125242988741375,1,0,0
67,0,0,.3761019614443592,0,0,
67,1,0,.1379100194550445,1,0,0
67,2,0,.5880778004553404,1,0,1
67,3,0,1.309856852430555,1,0,1
67,4,0,1.477464642377784,1,0,1
67,5,0,1.836943160616753,1,0,1
67,6,0,2.600643563609759,1,0,1
67,7,0,2.384446834674417,1,0,1
68,0,0,1.089635808099374,0,0,
68,1,0,.9945997307008438,0,0,0
68,2,0,1.002644357204189,1,0,0
68,3,0,.5077525074474506,1,0,1
68,4,0,1.271484254051967,0,0,1
68,5,0,.8402936086124795,0,0,0
68,6,0,.388484721649675,0,0,0
68,7,0,-.0519797586457966,0,0,0
69,0,0,-.1136567479372424,0,0,
69,1,0,-.6317518350893924,0,0,0
69,2,0,-.4035323738371912,0,0,0
69,3,0,-.2159058407083243,0,0,0
69,4,0,-.7578537302760716,0,0,0
69,5,0,-.283361819104899,0,0,0
69,6,0,-.2765311882539976,1,0,0
69,7,0,.7624466351303013,1,0,1
70,0,1,.2251776345271842,0,0,
70,1,1,.4580882294027379,1,0,0
70,2,1,1.164605994623047,0,0,1
70,3,1,.2221845005582018,1,0,0
70,4,1,.0684373160305473,0,0,1
70,5,1,.1720824237229242,0,0,0
70,6,1,1.096076139951348,0,0,0
70,7,1,.1067245457825085,1,0,0
71,0,0,-1.099259713085392,0,0,
71,1,0,-.8462310186438824,1,0,0
71,2,0,.174996360632874,0,0,1
71,3,0,-.1245060148905558,0,0,0
71,4,0,-.75851515156658,0,0,0
71,5,0,-.0241116353185533,1,0,0
71,6,0,1.606191819085365,1,0,1
71,7,0,.6973037279919423,1,0,1
72,0,1,-.9963193425419679,0,0,
72,1,1,-.590180414359482,0,0,0
72,2,1,-.4116847001082765,0,0,0
72,3,1,-.4569220933422156,0,0,0
72,4,1,-.065432441940545,1,0,0
72,5,1,.6516226078165728,1,0,1
72,6,1,1.207116766252541,0,0,1
72,7,1,.9378061414403015,0,0,0
73,0,0,.2255143624763358,0,0,
73,1,0,.7721762963600771,0,0,0
73,2,0,.7025432857111639,0,0,0
73,3,0,-.236772652786512,0,0,0
73,4,0,.932458852129154,0,0,0
73,5,0,-.0994317979678809,0,0,0
73,6,0,.1740549789120555,1,0,0
73,7,0,1.274370440226345,0,0,1
74,0,0,-1.23356959574143,0,0,
74,1,0,-.370780112175166,1,0,0
74,2,0,.9464978247601193,0,0,1
74,3,0,-.3389237936208432,0,0,0
74,4,0,.1960320887691725,0,0,0
74,5,0,-.197312410857763,0,0,0
74,6,0,-.408249632005546,0,0,0
74,7,0,-.488336786170288,0,0,0
75,0,0,.560459473328427,1,0,
75,1,0,1.048954378542395,0,0,1
75,2,0,.3660174776776711,1,0,0
75,3,0,1.102774860508973,1,0,1
75,4,0,1.255588680875708,1,0,1
75,5,0,1.624820276924508,1,0,1
75,6,0,1.169068123741246,0,0,1
75,7,0,.9428580721319901,0,0,0
76,0,0,.8601717505198682,0,0,
76,1,0,-.4442113163901403,1,0,0
76,2,0,1.005971998371903,0,0,1
76,3,0,-.6213766287999886,0,0,0
76,4,0,-.5809525568315674,0,0,0
76,5,0,-.3897581930490527,0,0,0
76,6,0,-.9284650143133577,0,0,0
76,7,0,-.794181185198141,1,0,0
77,0,0,.9098041616923142,0,0,
77,1,0,.3285411855213802,0,0,0
77,2,0,.1009877691141843,1,0,0
77,3,0,.5506175510511366,0,0,1
77,4,0,-.256573219876602,1,0,0
77,5,0,.8525526543636432,0,0,1
77,6,0,.3957200473844739,0,0,0
77,7,0,.3359968148369865,0,0,0
78,0,1,-.1513572341395334,1,0,
78,1,1,1.31709950098331,0,0,1
78,2,1,.2377639855366174,0,0,0
78,3,1,-.5254251766558836,1,0,0
78,4,1,.876452813609534,0,0,1
78,5,1,.8513945498550899,1,0,0
78,6,1,1.184563912869757,0,0,1
78,7,1,.2173962494682025,1,0,0
79,0,0,.7417450813221098,0,0,
79,1,0,.1595124518703307,0,0,0
79,2,0,.6065262913848701,1,0,0
79,3,0,.7917237088332169,0,0,1
79,4,0,-.2335487606728608,0,0,0
79,5,0,.0738717395400629,1,0,0
79,6,0,.0125861897448828,1,0,1
79,7,0,.8748292594197647,1,0,1
80,0,1,-.0451556450056474,0,0,
80,1,1,.5472840892873861,0,0,0
80,2,1,.4471133094467292,1,0,0
80,3,1,1.372843392149174,1,0,1
80,4,1,1.247514737237938,1,0,1
80,5,1,1.802094755891372,1,0,1
80,6,1,1.510260467005475,1,0,1
80,7,1,1.261868367140138,1,0,1
81,0,0,.0286381659857839,0,0,
81,1,0,-.1996508875691403,0,0,0
81,2,0,-.2788647733710268,0,0,0
81,3,0,.7404950063644247,1,0,0
81,4,0,1.280224131817136,0,0,1
81,5,0,.1009501722140861,1,0,0
81,6,0,.5535251189214512,0,0,1
81,7,0,.6893351378960731,1,0,0
82,0,1,-.6915989571775809,1,0,
82,1,1,-.0237482701598471,0,0,1
82,2,1,.2567297146020519,0,0,0
82,3,1,.3665109636280326,1,0,0
82,4,1,1.617426063480548,1,0,1
82,5,1,2.350831528189498,1,0,1
82,6,1,1.89242291493923,0,0,1
82,7,1,.8682674726761225,0,0,0
83,0,0,2.234432345222059,1,0,
83,1,0,2.567394099113165,1,0,1
83,2,0,1.101985646956287,1,0,1
83,3,0,1.348823527100723,0,0,1
83,4,0,1.159043697816877,0,0,0
83,5,0,-.1315168446902215,0,0,0
83,6,0,.6792968704645036,0,0,0
83,7,0,-.1925878603962378,1,0,0
84,0,0,-.0880231131741331,0,0,
84,1,0,.0739446392632501,0,0,0
84,2,0,.5314594575892656,1,0,0
84,3,0,.9238678186086247,1,0,1
84,4,0,.3144636703089088,0,1,1
84,5,0,.1397138125315089,0,0,0
84,6,0,1.093862826686794,1,1,0
84,7,0,1.507757851610762,0,0,1
85,0,0,-.1950718465952705,0,0,
85,1,0,-1.111614671370309,0,0,0
85,2,0,-.0833368404936156,1,0,0
85,3,0,.1417488473263089,0,0,1
85,4,0,.2959549681906588,0,0,0
85,5,0,.3759501798240602,1,1,0
85,6,0,1.725406740088632,0,0,1
85,7,0,1.275090258961524,1,0,0
86,0,1,.3832970647992278,0,0,
86,1,1,.7948495756128744,0,0,0
86,2,1,.1618848265748907,1,0,0
86,3,1,1.237440200450565,1,0,1
86,4,1,1.241620186129389,0,0,1
86,5,1,.3019684003794579,0,0,0
86,6,1,.3693777950410058,1,0,0
86,7,1,1.398244104496086,1,0,1
87,0,0,1.784984057119829,0,0,
87,1,0,.6343574441109598,0,0,0
87,2,0,.6904026100952204,1,0,0
87,3,0,1.688300390622007,1,0,1
87,4,0,1.987813322009354,0,0,1
87,5,0,.146672345689778,0,0,0
