"id","r_xb"
249,-0.000956319245330296
250,-0.0684195312937394
251,-0.124957227058018
252,-0.0783236283246535
253,-0.117092143213964
254,-0.00304058291827165
255,-0.116695978812392
256,-0.0159247258444964
257,0.0234956170704284
258,0.0120724307485266
259,0.00246098435222263
260,-0.0286162389366391
261,-0.111079066844669
262,-0.0865723914247088
263,0.0123855706790731
264,0.00594865609483557
265,-0.00171430177924268
266,-0.0171911084739162
267,-0.0785934609185638
268,-0.0938783385520357
269,-0.0903669667064362
270,-0.01363232292717
271,-0.00155902185818409
272,-0.00140117353802485
273,0.0204461101208447
274,-0.0121642934751388
275,-0.0880135482805501
276,-0.10334659600804
277,0.0271025903030633
278,-0.0814258987414508
279,-0.0409259679277141
280,0.010980804563786
281,-0.0901911067434957
282,-0.0928043428153397
283,-0.0723500885383958
284,-0.000864280097673979
285,0.0146767197220775
286,0.0258970582418245
287,-0.0272075396904899
288,-0.0180908588201005
289,-0.103513728398865
290,0.00731640699016469
291,-0.0652470234234017
292,-0.00101915328783125
293,-0.0973329278937988
294,-0.0122621580499987
295,-0.0752417674472196
296,0.0356870823797792
297,-0.0782296202759187
298,-0.0199233988480739
299,-0.103287768240078
300,-0.00636644773926589
